0.1 1.5338917
0.3 1.5578911
0.5 1.5853083
0.7 1.6270727
0.9 1.6881321
1.1 1.7736584
1.3 1.8645912
1.5 1.9733879
1.7 2.0996475
1.9 2.234283
2.1 2.3353782
2.3 2.3964618
2.5 2.535217
2.7 2.577498
2.9 2.5430188
3.1 2.5451151
3.3 2.4974294
3.5 2.3917862
3.7 2.281513
3.9 2.1732176
4.1 2.0331955
4.3 1.9448056
4.5 1.9157403
4.7 1.7926161
4.9 1.7088106
5.1 1.5773833
5.3 1.5057545
5.5 1.3924371
5.7 1.3543214
5.9 1.3053961
6.1 1.209651
6.3 1.1113904
6.5 1.0722721
6.7 0.96513422
6.9 0.88960178
7.1 0.87583745
7.3 0.77388556
7.5 0.7200204
7.7 0.66751053
7.9 0.62004722
8.1 0.5798999
8.3 0.54176592
8.5 0.48434894
8.7 0.46636655
8.9 0.40537679
9.1 0.37906398
9.3 0.34509885
9.5 0.32524348
9.7 0.3076776
9.9 0.28137573
10.1 0.25867398
10.3 0.22039144
10.5 0.23659473
10.7 0.28120712
10.9 0.36892165
11.1 0.50625593
11.3 0.66599028
11.5 0.77059623
11.7 0.71322938
11.9 0.57104268
12.1 0.61693926
12.3 0.5757037
12.5 0.53990661
12.7 0.51187395
12.9 0.46600836
13.1 0.36656562
13.3 0.30418776
13.5 0.29552012
13.7 0.23822163
13.9 0.20770806
14.1 0.19948064
14.3 0.19507755
14.5 0.15553724
14.7 0.14545507
14.9 0.12641542
15.1 0.10875476
15.3 0.10491128
15.5 0.089802607
15.7 0.070722219
15.9 0.074032875

