0.1 0.77767313
0.3 0.7937624
0.5 0.80027802
0.7 0.82449896
0.9 0.86382817
1.1 0.91387359
1.3 0.97941104
1.5 1.0688812
1.7 1.1417822
1.9 1.2093388
2.1 1.2468336
2.3 1.2523473
2.5 1.2730001
2.7 1.2379704
2.9 1.1703761
3.1 1.12892
3.3 1.0542408
3.5 0.97337987
3.7 0.89242201
3.9 0.81943922
4.1 0.74515705
4.3 0.68918949
4.5 0.65052885
4.7 0.59736706
4.9 0.54879122
5.1 0.49089952
5.3 0.4621268
5.5 0.41102464
5.7 0.39059205
5.9 0.36070436
6.1 0.3280429
6.3 0.2976189
6.5 0.27980955
6.7 0.24546764
6.9 0.22804123
7.1 0.21460235
7.3 0.191189
7.5 0.17539976
7.7 0.16078946
7.9 0.14823785
8.1 0.13762638
8.3 0.12731694
8.5 0.11657375
8.7 0.11164155
8.9 0.10297492
9.1 0.10023502
9.3 0.10544102
9.5 0.13078416
9.7 0.20051144
9.9 0.27519349
10.1 0.26703965
10.3 0.22751903
10.5 0.24424635
10.7 0.29030152
10.9 0.3808528
11.1 0.52262855
11.3 0.6875288
11.5 0.79551778
11.7 0.73629565
11.9 0.58951055
12.1 0.63689145
12.3 0.59432231
12.5 0.55736752
12.7 0.52842826
12.9 0.48107935
13.1 0.37842057
13.3 0.31402537
13.5 0.30507742
13.7 0.24592586
13.9 0.21442546
14.1 0.20593196
14.3 0.20138647
14.5 0.16056741
14.7 0.15015917
14.9 0.13050377
15.1 0.11227195
15.3 0.10830418
15.5 0.092706877
15.7 0.073009418
15.9 0.076427143

