45237 -999
45238 -999
45239 -999
45240 -999
45241 -999
45263 -999
45294 -999
45295 -999
45296 -999
45297 -999
45298 -999
45299 -999
45300 -999
45301 -999
45302 -999
45303 -999
45304 -999
45305 -999
45309 -999
45310 -999
45311 -999
45312 -999
45314 -999
45316 -999
45318 -999
45319 -999
45320 -999
45381 -999
45382 -999
45383 -999
45385 -999
45387 -999
45388 -999
45393 -999
45396 -999
45436 -999
45437 -999
45442 -999
45473 -999
45474 -999
45475 -999
45476 -999
45523 -999
45526 -999
45532 -999
45533 -999
45536 -999
45556 -999
45694 -999
45695 -999
45696 -999
45697 -999
45698 -999
45699 -999
45700 -999
45707 -999
45708 -999
45709 -999
45710 -999
45711 -999
45712 -999
45720 -999
45736 -999
45743 -999
45873 -999
45891 0
45931 -999
46033 -999
46054 -999
46426 -999
46439 -999
46460 0
46467 -999
46468 -999
46469 -999
46470 -999
46489 -999
46490 -999
46491 -999
46504 -999
46508 -999
46509 -999
46510 -999
46511 -999
46512 -999
46513 -999
46514 -999
46515 -999
46516 -999
46517 -999
46518 -999
46519 -999
46520 -999
46521 -999
46522 -999
46578 -999
46579 -999
46580 -999
46582 -999
46592 -999
46607 -999
46620 0
46621 -999
46638 -999
46639 -999
46734 -999
46780 -999
47065 0
47069 -999
47070 -999
47071 -999
47072 -999
47073 -999
47074 -999
47075 -999
47076 -999
47077 -999
47085 -999
47107 -999
47171 -999
47172 -999
47173 -999
47174 -999
47176 -999
47206 -999
47207 -999
47209 -999
47214 -999
47215 -999
47221 -999
47223 -999
47224 -999
47225 -999
47228 -999
47326 -999
47327 -999
47328 -999
47335 -999
47387 -999
47388 -999
47399 -999
47400 -999
47401 -999
47402 -999
47418 -999
47446 -999
47447 -999
47448 -999
47449 -999
47534 -999
47535 -999
47536 -999
47537 -999
47544 -999
47545 -999
47546 -999
47560 -999
47561 -999
47562 -999
47563 -999
47564 -999
47565 -999
47571 -999
47598 -999
47600 -999
47615 -999
47648 -999
47655 -999
47698 -999
47753 -999
47773 -999
47774 -999
47776 -999
47850 -999
47885 -999
47887 -999
48005 -999
48094 -999
48170 -999
48171 -999
48283 -999
48308 -999
48316 -999
48328 -999
48330 -999
48331 -999
48332 -999
48333 -999
48334 -999
48339 -999
48340 -999
48362 -999
48400 -999
48401 -999
48402 -999
48403 -999
48404 -999
48405 -999
48406 -999
48407 -999
48419 -999
48420 -999
48442 -999
48443 -999
48468 -999
48502 -999
48503 -999
48507 -999
48508 -999
48515 -999
48642 -999
48643 -999
48644 -999
48647 -999
48648 -999
48649 -999
48650 -999
48651 -999
48652 -999
48653 -999
48654 -999
48659 -999
48718 -999
48809 -999
48821 0
48833 -999
48855 -999
48936 -999
48948 -999
48978 -999
48992 -999
48993 -999
49051 0
49129 -999
49221 0
49247 0
49343 -999
49344 -999
49377 0
49461 -999
49690 -999
49738 -999
50038 -999
50042 -999
50043 -999
50085 -999
50086 -999
50371 -999
50441 -999
50479 -999
50480 -999
50481 -999
50488 -999
50523 -999
50532 -999
50566 -999
50937 -999
51157 -999
51223 -999
51250 -999
51369 -999
51608 -999
51609 -999
51610 -999
51611 -999
51838 -999
51840 -999
51841 -999
51842 -999
51843 -999
51848 -999
51854 -999
51855 -999
51856 -999
51858 -999
51859 -999
51860 -999
52216 -999
52893 -999
53214 -999
53621 -999
53682 -999
