Index,Energy,Asymmetry,Chi2,DeltaR,GaussMean,GaussMeanError,GaussSigma,GaussSigmaError,S/B,Yield,YieldError
0,1.25,0.5,4,0.075,0.13783,0.0011621,0.0211649,0.00298659,1.18946,1052.61,45.0888
