pt:  0.500000    0.353659    0.200000    0.000000    0.000000
pt:  1.500000    0.677966    0.200000    0.000000    0.000000
pt:  2.500000    0.892966    0.025000    0.000000    0.000000
pt:  3.500000    0.899293    0.039249    0.000000    0.000000
pt:  4.500000    0.910217    0.025225    0.000000    0.000000
pt:  5.500000    0.887477    0.036458    0.000000    0.000000
pt:  6.500000    0.938704    0.034735    0.000000    0.000000
pt:  7.500000    0.952381    0.018975    0.000000    0.000000
pt:  8.500000    0.974499    0.016514    0.000000    0.000000
pt:  9.500000    0.953157    0.039179    0.000000    0.000000
pt:  10.500000    0.970021    0.025194    0.000000    0.000000
pt:  11.500000    0.981183    0.021277    0.000000    0.000000
pt:  12.500000    0.924242    0.010870    0.000000    0.000000
pt:  13.500000    1.000000    0.100000    0.000000    0.000000
pt:  14.500000    0.000000    0.000000    0.000000    0.000000
pt:  15.500000    1.000000    0.000000    0.000000    0.000000
