eta:  0.050000    0.883636    0.045855    0.000000    0.000000
eta:  0.150000    0.917369    0.021429    0.000000    0.000000
eta:  0.250000    0.903974    0.018242    0.000000    0.000000
eta:  0.350000    0.883677    0.044146    0.000000    0.000000
eta:  0.450000    0.884808    0.018182    0.000000    0.000000
eta:  0.550000    0.922951    0.022609    0.000000    0.000000
eta:  0.650000    0.866900    0.026930    0.000000    0.000000
eta:  0.750000    0.914438    0.020873    0.000000    0.000000
eta:  0.850000    0.914286    0.040925    0.000000    0.000000
eta:  0.950000    0.797774    0.023404    0.000000    0.000000
eta:  1.050000    1.000000    0.000000    0.000000    0.000000
