  5.000000E+00  2.357737E+06
  7.500000E+00  1.687810E+05
  1.000000E+01  2.344247E+04
  1.250000E+01  4.742536E+03
  1.500000E+01  1.219309E+03
  1.750000E+01  3.702545E+02
  2.000000E+01  1.262493E+02
  2.250000E+01  4.702921E+01
  2.500000E+01  1.873480E+01
  2.750000E+01  7.840563E+00
  3.000000E+01  3.415091E+00
  3.250000E+01  1.531975E+00
  3.500000E+01  7.011350E-01
  3.750000E+01  3.264281E-01
  4.000000E+01  1.533786E-01
  4.250000E+01  7.234723E-02
  4.500000E+01  3.430391E-02
  4.750000E+01  1.617613E-02
  5.000000E+01  7.604908E-03
  5.250000E+01  3.544816E-03
  5.500000E+01  1.630780E-03
  5.750000E+01  7.387532E-04
  6.000000E+01  3.280301E-04
  6.250000E+01  1.417520E-04
  6.500000E+01  5.952394E-05
  6.750000E+01  2.405564E-05
  7.000000E+01  9.275617E-06
  7.250000E+01  3.388190E-06
  7.500000E+01  1.155874E-06
  7.750000E+01  3.637781E-07
  8.000000E+01  1.030734E-07
  8.250000E+01  2.569074E-08
  8.500000E+01  5.409585E-09
  8.750000E+01  9.138246E-10
  9.000000E+01  1.139176E-10
  9.250000E+01  9.123883E-12
  9.500000E+01  3.798164E-13
  9.750000E+01  5.378689E-15
