  2.500E+00  2.610E+06
  5.000E+00  1.743E+04
  7.500E+00  7.818E+02
  1.000E+01  7.808E+01
  1.250E+01  1.204E+01
  1.500E+01  2.440E+00
  1.750E+01  5.929E-01
  2.000E+01  1.633E-01
  2.250E+01  4.931E-02
  2.500E+01  1.593E-02
  2.750E+01  5.416E-03
  3.000E+01  1.911E-03
  3.250E+01  6.944E-04
  3.500E+01  2.570E-04
  3.750E+01  9.653E-05
  4.000E+01  3.654E-05
  4.250E+01  1.386E-05
  4.500E+01  5.237E-06
  4.750E+01  1.968E-06
  5.000E+01  7.308E-07
  5.250E+01  2.678E-07
  5.500E+01  9.581E-08
  5.750E+01  3.343E-08
  6.000E+01  1.127E-08
  6.250E+01  3.640E-09
  6.500E+01  1.121E-09
  6.750E+01  3.252E-10
  7.000E+01  8.788E-11
  7.250E+01  2.172E-11
  7.500E+01  4.812E-12
  7.750E+01  9.315E-13
  8.000E+01  1.519E-13
  8.250E+01  1.990E-14
  8.500E+01  1.946E-15
  8.750E+01  1.304E-16
  9.000E+01  5.324E-18
  9.250E+01  1.117E-19
  9.500E+01  8.639E-22
  9.750E+01  7.867E-25
