0   0  ZS1H
1   1  ZS1L
2   2  ZS2H
3   3  ZS2L
4   4  ZS3H
5   5  ZS3L
6   6  ZSSH
7   7  ZSSL
8   8  ZN1H
9   9  ZN1L
10  10 ZN2H
11  11 ZN2L
12  12 ZN3H
13  13 ZN3L
14  14 ZNSH
15  15 ZNSL
16  48 VNF
17  49 VNB
18  -1 x
19  -1 x
20  -1 x
21  -1 x
22  -1 x
23  -1 x
24  -1 x
25  -1 x
26  -1 x
27  -1 x
28  -1 x
29  -1 x
30  -1 x
31  -1 x
32  -1 x
33  -1 x
34  -1 x
35  -1 x
36  -1 x
37  -1 x
38  -1 x
39  -1 x
40  -1 x
41  -1 x
42  -1 x
43  -1 x
44  -1 x
45  -1 x
46  -1 x
47  -1 x
48  16 SMDNH1
49  17 SMDNH2
50  18 SMDNH3
51  19 SMDNH4
52  20 SMDNH5
53  21 SMDNH6
54  22 SMDNH7
55  23 SMDNH8
56  24 SMDNV1
57  25 SMDNV2
58  26 SMDNV3
59  27 SMDNV4
60  28 SMDNV5
61  29 SMDNV6
62  30 SMDNV7
63  31 SMDNSS
64  -1 x
65  -1 x
66  -1 x
67  -1 x
68  -1 x
69  -1 x
70  -1 x
71  -1 x
72  -1 x
73  -1 x
74  -1 x
75  -1 x
76  -1 x
77  -1 x
78  -1 x
79  -1 x
80  50 VSF
81  51 VSB
82  -1 x
83  -1 x
84  -1 x
85  -1 x
86  -1 x
87  -1 x
88  -1 x
89  -1 x
90  -1 x
91  -1 x
92  -1 x
93  -1 x
94  -1 x
95  -1 x
96  -1 x
97  -1 x
98  -1 x
99  -1 x
100 -1 x
101 -1 x
102 -1 x
103 -1 x
104 -1 x
105 -1 x
106 -1 x
107 -1 x
108 -1 x
109 -1 x
110 -1 x
111 -1 x
112 32 SMDSH1
113 33 SMDSH2
114 34 SMDSH3
115 35 SMDSH4
116 36 SMDSH5
117 37 SMDSH6
118 38 SMDSH7
119 39 SMDSH8
120 40 SMDSV1
121 41 SMDSV2
122 42 SMDSV3
123 43 SMDSV4
124 44 SMDSV5
125 45 SMDSV6
126 46 SMDSV7
127 47 SMDSSS
