  4.000000E-01 -7.000000E-01  7.000000E-01  5.000000E+00  2.206760E+06
  4.000000E-01 -7.000000E-01  7.000000E-01  6.000000E+00  6.957002E+05
  4.000000E-01 -7.000000E-01  7.000000E-01  7.000000E+00  2.551513E+05
  4.000000E-01 -7.000000E-01  7.000000E-01  8.000000E+00  1.050032E+05
  4.000000E-01 -7.000000E-01  7.000000E-01  9.000000E+00  4.714485E+04
  4.000000E-01 -7.000000E-01  7.000000E-01  1.000000E+01  2.274497E+04
  4.000000E-01 -7.000000E-01  7.000000E-01  1.100000E+01  1.162603E+04
  4.000000E-01 -7.000000E-01  7.000000E-01  1.200000E+01  6.236609E+03
  4.000000E-01 -7.000000E-01  7.000000E-01  1.300000E+01  3.483821E+03
  4.000000E-01 -7.000000E-01  7.000000E-01  1.400000E+01  2.015180E+03
  4.000000E-01 -7.000000E-01  7.000000E-01  1.500000E+01  1.199894E+03
  4.000000E-01 -7.000000E-01  7.000000E-01  1.600000E+01  7.340873E+02
  4.000000E-01 -7.000000E-01  7.000000E-01  1.700000E+01  4.590711E+02
  4.000000E-01 -7.000000E-01  7.000000E-01  1.800000E+01  2.931049E+02
  4.000000E-01 -7.000000E-01  7.000000E-01  1.900000E+01  1.901374E+02
  4.000000E-01 -7.000000E-01  7.000000E-01  2.000000E+01  1.254817E+02
  4.000000E-01 -7.000000E-01  7.000000E-01  2.100000E+01  8.387739E+01
  4.000000E-01 -7.000000E-01  7.000000E-01  2.200000E+01  5.677755E+01
  4.000000E-01 -7.000000E-01  7.000000E-01  2.300000E+01  3.884788E+01
  4.000000E-01 -7.000000E-01  7.000000E-01  2.400000E+01  2.685516E+01
  4.000000E-01 -7.000000E-01  7.000000E-01  2.500000E+01  1.871818E+01
  4.000000E-01 -7.000000E-01  7.000000E-01  2.600000E+01  1.315444E+01
  4.000000E-01 -7.000000E-01  7.000000E-01  2.700000E+01  9.305684E+00
  4.000000E-01 -7.000000E-01  7.000000E-01  2.800000E+01  6.627138E+00
  4.000000E-01 -7.000000E-01  7.000000E-01  2.900000E+01  4.743852E+00
  4.000000E-01 -7.000000E-01  7.000000E-01  3.000000E+01  3.415986E+00
  4.000000E-01 -7.000000E-01  7.000000E-01  3.100000E+01  2.467203E+00
  4.000000E-01 -7.000000E-01  7.000000E-01  3.200000E+01  1.790078E+00
  4.000000E-01 -7.000000E-01  7.000000E-01  3.300000E+01  1.303461E+00
  4.000000E-01 -7.000000E-01  7.000000E-01  3.400000E+01  9.515249E-01
  4.000000E-01 -7.000000E-01  7.000000E-01  3.500000E+01  6.965753E-01
  4.000000E-01 -7.000000E-01  7.000000E-01  3.600000E+01  5.109198E-01
  4.000000E-01 -7.000000E-01  7.000000E-01  3.700000E+01  3.755071E-01
  4.000000E-01 -7.000000E-01  7.000000E-01  3.800000E+01  2.763732E-01
  4.000000E-01 -7.000000E-01  7.000000E-01  3.900000E+01  2.035782E-01
  4.000000E-01 -7.000000E-01  7.000000E-01  4.000000E+01  1.501567E-01
  4.000000E-01 -7.000000E-01  7.000000E-01  4.100000E+01  1.108086E-01
  4.000000E-01 -7.000000E-01  7.000000E-01  4.200000E+01  8.177727E-02
  4.000000E-01 -7.000000E-01  7.000000E-01  4.300000E+01  6.033585E-02
  4.000000E-01 -7.000000E-01  7.000000E-01  4.400000E+01  4.451095E-02
  4.000000E-01 -7.000000E-01  7.000000E-01  4.500000E+01  3.283122E-02
  4.000000E-01 -7.000000E-01  7.000000E-01  4.600000E+01  2.418905E-02
  4.000000E-01 -7.000000E-01  7.000000E-01  4.700000E+01  1.781188E-02
  4.000000E-01 -7.000000E-01  7.000000E-01  4.800000E+01  1.309771E-02
  4.000000E-01 -7.000000E-01  7.000000E-01  4.900000E+01  9.618700E-03
  4.000000E-01 -7.000000E-01  7.000000E-01  5.000000E+01  7.046896E-03
  4.000000E-01 -7.000000E-01  7.000000E-01  5.100000E+01  5.154413E-03
  4.000000E-01 -7.000000E-01  7.000000E-01  5.200000E+01  3.763779E-03
  4.000000E-01 -7.000000E-01  7.000000E-01  5.300000E+01  2.740146E-03
  4.000000E-01 -7.000000E-01  7.000000E-01  5.400000E+01  1.989303E-03
  4.000000E-01 -7.000000E-01  7.000000E-01  5.500000E+01  1.440584E-03
  4.000000E-01 -7.000000E-01  7.000000E-01  5.600000E+01  1.040050E-03
  4.000000E-01 -7.000000E-01  7.000000E-01  5.700000E+01  7.477376E-04
  4.000000E-01 -7.000000E-01  7.000000E-01  5.800000E+01  5.359466E-04
  4.000000E-01 -7.000000E-01  7.000000E-01  5.900000E+01  3.826474E-04
  4.000000E-01 -7.000000E-01  7.000000E-01  6.000000E+01  2.719630E-04
  4.000000E-01 -7.000000E-01  7.000000E-01  6.100000E+01  1.924150E-04
  4.000000E-01 -7.000000E-01  7.000000E-01  6.200000E+01  1.355393E-04
  4.000000E-01 -7.000000E-01  7.000000E-01  6.300000E+01  9.489584E-05
  4.000000E-01 -7.000000E-01  7.000000E-01  6.400000E+01  6.610319E-05
  4.000000E-01 -7.000000E-01  7.000000E-01  6.500000E+01  4.575577E-05
  4.000000E-01 -7.000000E-01  7.000000E-01  6.600000E+01  3.146968E-05
  4.000000E-01 -7.000000E-01  7.000000E-01  6.700000E+01  2.153005E-05
  4.000000E-01 -7.000000E-01  7.000000E-01  6.800000E+01  1.459490E-05
  4.000000E-01 -7.000000E-01  7.000000E-01  6.900000E+01  9.814420E-06
  4.000000E-01 -7.000000E-01  7.000000E-01  7.000000E+01  6.552749E-06
