  2.500E+00  1.857E+04  2.384E+04  4.241E+04
  5.000E+00  5.328E+02  4.088E+02  9.417E+02
  7.500E+00  5.457E+01  3.423E+01  8.879E+01
  1.000E+01  9.673E+00  5.399E+00  1.507E+01
  1.250E+01  2.324E+00  1.179E+00  3.504E+00
  1.500E+01  6.758E-01  3.242E-01  1.000E+00
  1.750E+01  2.239E-01  1.037E-01  3.276E-01
  2.000E+01  8.147E-02  3.597E-02  1.174E-01
  2.250E+01  3.182E-02  1.349E-02  4.531E-02
  2.500E+01  1.312E-02  5.370E-03  1.849E-02
  2.750E+01  5.641E-03  2.236E-03  7.877E-03
  3.000E+01  2.510E-03  9.640E-04  3.474E-03
  3.250E+01  1.146E-03  4.235E-04  1.570E-03
  3.500E+01  5.344E-04  1.877E-04  7.221E-04
  3.750E+01  2.532E-04  8.418E-05  3.374E-04
  4.000E+01  1.213E-04  3.813E-05  1.595E-04
  4.250E+01  5.861E-05  1.731E-05  7.593E-05
  4.500E+01  2.844E-05  7.866E-06  3.631E-05
  4.750E+01  1.381E-05  3.557E-06  1.737E-05
  5.000E+01  6.700E-06  1.601E-06  8.301E-06
  5.250E+01  3.229E-06  7.133E-07  3.942E-06
  5.500E+01  1.544E-06  3.135E-07  1.857E-06
  5.750E+01  7.283E-07  1.342E-07  8.625E-07
  6.000E+01  3.375E-07  5.623E-08  3.937E-07
  6.250E+01  1.527E-07  2.289E-08  1.756E-07
  6.500E+01  6.712E-08  9.029E-09  7.615E-08
  6.750E+01  2.844E-08  3.421E-09  3.186E-08
  7.000E+01  1.150E-08  1.235E-09  1.274E-08
  7.250E+01  4.402E-09  4.205E-10  4.822E-09
  7.500E+01  1.570E-09  1.338E-10  1.704E-09
  7.750E+01  5.134E-10  3.897E-11  5.524E-10
  8.000E+01  1.505E-10  1.020E-11  1.607E-10
  8.250E+01  3.830E-11  2.334E-12  4.063E-11
  8.500E+01  8.097E-12  4.476E-13  8.544E-12
  8.750E+01  1.330E-12  6.792E-14  1.398E-12
  9.000E+01  1.532E-13  7.454E-15  1.607E-13
  9.250E+01  1.054E-14  5.112E-16  1.105E-14
  9.500E+01  3.477E-16  1.709E-17  3.648E-16
  9.750E+01  4.851E-18  1.661E-19  5.017E-18
