  5.000000E+00  2.808808E+06
  7.500000E+00  2.028916E+05
  1.000000E+01  2.830504E+04
  1.250000E+01  5.747073E+03
  1.500000E+01  1.482805E+03
  1.750000E+01  4.518990E+02
  2.000000E+01  1.546507E+02
  2.250000E+01  5.784606E+01
  2.500000E+01  2.315012E+01
  2.750000E+01  9.738302E+00
  3.000000E+01  4.264785E+00
  3.250000E+01  1.924967E+00
  3.500000E+01  8.867576E-01
  3.750000E+01  4.158154E-01
  4.000000E+01  1.968840E-01
  4.250000E+01  9.366505E-02
  4.500000E+01  4.480736E-02
  4.750000E+01  2.133078E-02
  5.000000E+01  1.013058E-02
  5.250000E+01  4.773646E-03
  5.500000E+01  2.222093E-03
  5.750000E+01  1.019207E-03
  6.000000E+01  4.586238E-04
  6.250000E+01  2.010497E-04
  6.500000E+01  8.574002E-05
  6.750000E+01  3.523255E-05
  7.000000E+01  1.382849E-05
  7.250000E+01  5.148264E-06
  7.500000E+01  1.792343E-06
  7.750000E+01  5.760909E-07
  8.000000E+01  1.669080E-07
  8.250000E+01  4.254290E-08
  8.500000E+01  9.163839E-09
  8.750000E+01  1.582547E-09
  9.000000E+01  2.012997E-10
  9.250000E+01  1.640277E-11
  9.500000E+01  6.894126E-13
  9.750000E+01  9.707395E-15
