tpwidth,meanadc
10,-1521
10,-1522
10,-1520
10,-1520
10,-1521
10,-1520
10,-1522
10,-1520
11,-1521
11,-1520
11,-1520
11,-1522
11,-1521
11,-1522
11,-1521
11,-1520
12,-1522
12,-1520
12,-1521
12,-1520
12,-1520
12,-1521
12,-1523
12,-1520
13,-1520
13,-1522
13,-1522
13,-1520
13,-1520
13,-1519
13,-1520
13,-1521
14,-1520
14,-1519
14,-1522
14,-1520
14,-1519
14,-1521
14,-1521
14,-1520
15,-1522
15,-1520
15,-1521
15,-1520
15,-1521
15,-1520
15,-1520
15,-1519
16,-1520
16,-1521
16,-1520
16,-1521
16,-1521
16,-1519
16,-1520
16,-1521
17,-1519
17,-1521
17,-1521
17,-1520
17,-1522
17,-1521
17,-1520
17,-1522
18,-1521
18,-1521
18,-1522
18,-1518
18,-1522
18,-1521
18,-1521
18,-1520
19,-1522
19,-1521
19,-1521
19,-1518
19,-1521
19,-1521
19,-1521
19,-1522
20,-1521
20,-1520
20,-1520
20,-1520
20,-1518
20,-1520
20,-1521
20,-1522
21,-1508
21,-1509
21,-1519
21,-1511
21,-1508
21,-1511
21,-1507
21,-1515
22,-1412
22,-1407
22,-1403
22,-1390
22,-1484
22,-1388
22,-1436
22,-1398
23,-908
23,-942
23,-1255
23,-870
23,-950
23,-921
23,-874
23,-1045
24,298
24,265
24,375
24,367
24,235
24,204
24,-15
24,-546
25,2608
25,2445
25,2339
25,2590
25,2417
25,908
25,2324
25,1890
26,6064
26,3389
26,5653
26,5806
26,4951
26,5632
26,6046
26,5794
27,9815
27,6634
27,9435
27,9850
27,9548
27,9412
27,8629
27,9592
28,12761
28,12553
28,11797
28,12555
28,12771
28,12631
28,12651
28,10171
29,12812
29,13333
29,13332
29,13320
29,13325
29,12384
29,13332
29,13331
30,13333
30,13335
30,12863
30,13339
30,13335
30,13331
30,13332
30,13329
30,12868
30,13331
31,13331
31,13331
31,13332
31,12866
31,13335
31,13335
31,12864
31,13329
31,13335
31,13333
32,13335
32,13331
32,13332
32,13333
32,13332
32,13329
32,12863
32,13336
32,12865
32,13335
33,12864
33,12865
33,13335
33,13329
33,13336
33,13331
33,13334
33,13332
33,13330
33,13333
34,13332
34,13336
34,13334
34,13334
34,13329
34,13331
34,13331
34,13335
34,12864
34,12865
35,12864
35,13331
35,13334
35,13333
35,12866
35,13334
35,13329
35,13336
35,13330
35,13332
36,13329
36,13334
36,13336
36,13332
36,13335
36,13332
36,12865
36,12866
36,13331
36,13331
37,13331
37,13331
37,12864
37,12865
37,13334
37,13332
37,13336
37,13332
37,13329
37,13334
38,12865
38,13330
38,13331
38,13333
38,13334
38,13331
38,13332
38,12865
38,13331
38,13336
39,13329
39,12865
39,12865
39,13332
39,13331
39,13334
39,13330
39,13333
39,13331
39,13336
40,-1270
40,2768
40,-1262
40,13332
40,2777
40,13330
40,13332
40,13330
40,13333
40,2628
40,-1261
40,-1272
40,13332
40,13336
40,13330
40,-1275
40,2599
40,2779
40,12866
40,-1261
40,12865
40,2637
41,13331
41,13336
41,13333
41,13333
41,13330
41,13332
41,12865
41,12866
41,13331
42,12865
42,12865
42,13330
42,13336
42,13333
42,13331
42,13330
42,13332
42,13333
43,13331
43,12864
43,13332
43,13333
43,13335
43,13330
43,12866
43,13331
43,13332
44,13332
44,13331
44,12866
44,12864
44,13331
44,13331
44,13331
44,13335
44,13334
45,13334
45,13335
45,12864
45,13331
45,12865
45,13333
45,13331
45,13331
45,13332
46,13330
46,12865
46,13331
46,13333
46,13331
46,13330
46,13336
46,13334
46,12864
47,12864
47,13335
47,13330
47,13330
47,12865
47,13333
47,13330
47,13336
47,13332
48,13335
48,13334
48,13336
48,12865
48,13330
48,13333
48,12864
48,13330
48,13330
49,13335
49,13332
49,12864
49,12865
49,13336
49,13333
49,13330
49,13330
49,13330
50,3367
50,-1229
50,3331
50,13330
50,12864
50,3375
50,-1224
50,3533
50,-1215
50,13333
50,13334
50,-1214
50,3545
50,13330
50,13333
50,13336
50,-1212
50,3546
50,13329
50,-1226
50,12863
51,13336
51,13333
52,13334
52,13336
53,13336
53,13334
54,13335
54,13336
55,13334
55,13336
56,13334
56,13336
57,13333
57,13336
58,13333
58,13336
59,13334
59,13336
60,13333
60,13336
