1.03146 SMDNH1
1.05513 SMDNH2
1.11968 SMDNH3
1.10043 SMDNH4
1.06341 SMDNH5
1.05131 SMDNH6
1.01734 SMDNH7
1.04083 SMDNH8
0.89780 SMDNV1
0.93421 SMDNV2
0.96128 SMDNV3
0.98428 SMDNV4
0.95442 SMDNV5
0.92475 SMDNV6
0.86365 SMDNV7
0.0     SMDNSUM
1.09343 SMDSH1
1.18302 SMDSH2
1.21136 SMDSH3
1.13457 SMDSH4
1.09760 SMDSH5
1.07479 SMDSH6
1.02182 SMDSH7
0.98977 SMDSH8
0.81139 SMDSV1
0.86599 SMDSV2
0.91659 SMDSV3
0.98679 SMDSV4
0.90522 SMDSV5
0.90303 SMDSV6
0.80462 SMDSV7
0.0     SMDSSUM
