sector_serial,sector,ib,ib_channel,iphi,ieta,bias,offset
5,32,4,7,3,14,69.13,130
5,32,4,8,4,15,69.13,130
5,32,4,9,4,14,69.13,130
5,32,4,10,5,15,69.13,130
5,32,4,11,5,14,69.13,130
5,32,4,12,6,15,69.13,130
5,32,4,13,6,14,69.13,130
5,32,4,14,7,15,69.13,130
5,32,4,15,7,14,69.13,130
5,32,4,16,0,13,69.13,130
5,32,4,17,0,12,69.13,130
5,32,4,18,1,13,69.13,130
5,32,4,19,1,12,69.13,130
5,32,4,20,2,13,69.13,130
5,32,4,21,2,12,69.13,130
5,32,4,22,3,13,69.13,130
5,32,4,23,3,12,69.13,130
5,32,4,24,4,13,69.13,130
5,32,4,25,4,12,69.13,130
5,32,4,26,5,13,69.13,130
5,32,4,27,5,12,69.13,130
5,32,4,28,6,13,69.13,130
5,32,4,29,6,12,69.13,130
5,32,4,30,7,13,69.13,130
5,32,4,31,7,12,69.13,130
5,32,4,32,0,11,69.13,130
5,32,4,33,0,10,69.13,130
5,32,4,34,1,11,69.13,130
5,32,4,35,1,10,69.13,130
5,32,4,36,2,11,69.13,130
5,32,4,37,2,10,69.13,130
5,32,4,38,3,11,69.13,130
5,32,4,39,3,10,69.13,130
5,32,4,40,4,11,69.13,130
5,32,4,41,4,10,69.13,130
5,32,4,42,5,11,69.13,130
5,32,4,43,5,10,69.13,130
5,32,4,44,6,11,69.13,130
5,32,4,45,6,10,69.13,130
5,32,4,46,7,11,69.13,130
5,32,4,47,7,10,69.13,130
5,32,4,48,0,9,69.13,130
5,32,4,49,0,8,69.13,130
5,32,4,50,1,9,69.13,130
5,32,4,51,1,8,69.13,130
5,32,4,52,2,9,69.13,130
5,32,4,53,2,8,69.13,130
5,32,4,54,3,9,69.13,130
5,32,4,55,3,8,69.13,130
5,32,4,56,4,9,69.13,130
5,32,4,57,4,8,69.13,130
5,32,4,58,5,9,69.13,130
5,32,4,59,5,8,69.13,130
5,32,4,60,6,9,69.13,130
5,32,4,61,6,8,69.13,130
5,32,4,62,7,9,69.13,130
5,32,4,63,7,8,69.13,130
5,32,5,0,0,7,69.13,130
5,32,5,1,0,6,69.13,130
5,32,5,2,1,7,69.13,130
5,32,5,3,1,6,69.13,130
5,32,5,4,2,7,69.13,130
5,32,5,5,2,6,69.13,130
5,32,5,6,3,7,69.13,130
5,32,5,7,3,6,69.13,130
5,32,5,8,4,7,69.13,130
5,32,5,9,4,6,69.13,130
5,32,5,10,5,7,69.13,130
5,32,5,11,5,6,69.13,130
5,32,5,12,6,7,69.13,130
5,32,5,13,6,6,69.13,130
5,32,5,14,7,7,69.13,130
5,32,5,15,7,6,69.13,130
5,32,5,16,0,5,69.13,130
5,32,5,17,0,4,69.13,130
5,32,5,18,1,5,69.13,130
5,32,5,19,1,4,69.13,130
5,32,5,20,2,5,69.13,130
5,32,5,21,2,4,69.13,130
5,32,5,22,3,5,69.13,130
5,32,5,23,3,4,69.13,130
5,32,5,24,4,5,69.13,130
5,32,5,25,4,4,69.13,130
5,32,5,26,5,5,69.13,130
5,32,5,27,5,4,69.13,130
5,32,5,28,6,5,69.13,130
5,32,5,29,6,4,69.13,130
5,32,5,30,7,5,69.13,130
5,32,5,31,7,4,69.13,130
5,32,5,32,0,3,69.13,130
5,32,5,33,0,2,69.13,130
5,32,5,34,1,3,69.13,130
5,32,5,35,1,2,69.13,130
5,32,5,36,2,3,69.13,130
5,32,5,37,2,2,69.13,130
5,32,5,38,3,3,69.13,130
5,32,5,39,3,2,69.13,130
5,32,5,40,4,3,69.13,130
5,32,5,41,4,2,69.13,130
5,32,5,42,5,3,69.13,130
5,32,5,43,5,2,69.13,130
5,32,5,44,6,3,69.13,130
5,32,5,45,6,2,69.13,130
5,32,5,46,7,3,69.13,130
5,32,5,47,7,2,69.13,130
5,32,5,48,0,1,69.13,130
5,32,5,49,0,0,69.13,130
5,32,5,50,1,1,69.13,130
5,32,5,51,1,0,69.13,130
5,32,5,52,2,1,69.13,130
5,32,5,53,2,0,69.13,130
5,32,5,54,3,1,69.13,130
5,32,5,55,3,0,69.13,130
5,32,5,56,4,1,69.13,130
5,32,5,57,4,0,69.13,130
5,32,5,58,5,1,69.13,130
5,32,5,59,5,0,69.13,130
5,32,5,60,6,1,69.13,130
5,32,5,61,6,0,69.13,130
5,32,5,62,7,1,69.13,130
5,32,5,63,7,0,69.13,130
6,16,0,0,135,48,69.13,130
6,16,0,1,135,49,69.13,130
6,16,0,2,134,48,69.13,130
6,16,0,3,134,49,69.13,130
6,16,0,4,133,48,69.13,130
6,16,0,5,133,49,69.13,130
6,16,0,6,132,48,69.13,130
6,16,0,7,132,49,69.13,130
6,16,0,8,131,48,69.13,130
6,16,0,9,131,49,69.13,130
6,16,0,10,130,48,69.13,130
6,16,0,11,130,49,69.13,130
6,16,0,12,129,48,69.13,130
6,16,0,13,129,49,69.13,130
6,16,0,14,128,48,69.13,130
6,16,0,15,128,49,69.13,130
6,16,0,16,135,50,69.13,130
6,16,0,17,135,51,69.13,130
6,16,0,18,134,50,69.13,130
6,16,0,19,134,51,69.13,130
6,16,0,20,133,50,69.13,130
6,16,0,21,133,51,69.13,130
6,16,0,22,132,50,69.13,130
6,16,0,23,132,51,69.13,130
6,16,0,24,131,50,69.13,130
6,16,0,25,131,51,69.13,130
6,16,0,26,130,50,69.13,130
6,16,0,27,130,51,69.13,130
6,16,0,28,129,50,69.13,130
6,16,0,29,129,51,69.13,130
6,16,0,30,128,50,69.13,130
6,16,0,31,128,51,69.13,130
6,16,0,32,135,52,69.13,130
6,16,0,33,135,53,69.13,130
6,16,0,34,134,52,69.13,130
6,16,0,35,134,53,69.13,130
6,16,0,36,133,52,69.13,130
6,16,0,37,133,53,69.13,130
6,16,0,38,132,52,69.13,130
6,16,0,39,132,53,69.13,130
6,16,0,40,131,52,69.13,130
6,16,0,41,131,53,69.13,130
6,16,0,42,130,52,69.13,130
6,16,0,43,130,53,69.13,130
6,16,0,44,129,52,69.13,130
6,16,0,45,129,53,69.13,130
6,16,0,46,128,52,69.13,130
6,16,0,47,128,53,69.13,130
6,16,0,48,135,54,69.13,130
6,16,0,49,135,55,69.13,130
6,16,0,50,134,54,69.13,130
6,16,0,51,134,55,69.13,130
6,16,0,52,133,54,69.13,130
6,16,0,53,133,55,69.13,130
6,16,0,54,132,54,69.13,130
6,16,0,55,132,55,69.13,130
6,16,0,56,131,54,69.13,130
6,16,0,57,131,55,69.13,130
6,16,0,58,130,54,69.13,130
6,16,0,59,130,55,69.13,130
6,16,0,60,129,54,69.13,130
6,16,0,61,129,55,69.13,130
6,16,0,62,128,54,69.13,130
6,16,0,63,128,55,69.13,130
6,16,1,0,135,56,69.13,130
6,16,1,1,135,57,69.13,130
6,16,1,2,134,56,69.13,130
6,16,1,3,134,57,69.13,130
6,16,1,4,133,56,69.13,130
6,16,1,5,133,57,69.13,130
6,16,1,6,132,56,69.13,130
6,16,1,7,132,57,69.13,130
6,16,1,8,131,56,69.13,130
6,16,1,9,131,57,69.13,130
6,16,1,10,130,56,69.13,130
6,16,1,11,130,57,69.13,130
6,16,1,12,129,56,69.13,130
6,16,1,13,129,57,69.13,130
6,16,1,14,128,56,69.13,130
6,16,1,15,128,57,69.13,130
6,16,1,16,135,58,69.13,130
6,16,1,17,135,59,69.13,130
6,16,1,18,134,58,69.13,130
6,16,1,19,134,59,69.13,130
6,16,1,20,133,58,69.13,130
6,16,1,21,133,59,69.13,130
6,16,1,22,132,58,69.13,130
6,16,1,23,132,59,69.13,130
6,16,1,24,131,58,69.13,130
6,16,1,25,131,59,69.13,130
6,16,1,26,130,58,69.13,130
6,16,1,27,130,59,69.13,130
6,16,1,28,129,58,69.13,130
6,16,1,29,129,59,69.13,130
6,16,1,30,128,58,69.13,130
6,16,1,31,128,59,69.13,130
6,16,1,32,135,60,69.18,180
6,16,1,33,135,61,69.18,180
6,16,1,34,134,60,69.18,180
6,16,1,35,134,61,69.18,180
6,16,1,36,133,60,69.18,180
6,16,1,37,133,61,69.18,180
6,16,1,38,132,60,69.18,180
6,16,1,39,132,61,69.18,180
6,16,1,40,131,60,69.18,180
6,16,1,41,131,61,69.18,180
6,16,1,42,130,60,69.18,180
6,16,1,43,130,61,69.18,180
6,16,1,44,129,60,69.18,180
6,16,1,45,129,61,69.18,180
6,16,1,46,128,60,69.18,180
6,16,1,47,128,61,69.18,180
6,16,1,48,135,62,69.18,180
6,16,1,49,135,63,69.18,180
6,16,1,50,134,62,69.18,180
6,16,1,51,134,63,69.18,180
6,16,1,52,133,62,69.18,180
6,16,1,53,133,63,69.18,180
6,16,1,54,132,62,69.18,180
6,16,1,55,132,63,69.18,180
6,16,1,56,131,62,69.18,180
6,16,1,57,131,63,69.18,180
6,16,1,58,130,62,69.18,180
6,16,1,59,130,63,69.18,180
6,16,1,60,129,62,69.13,130
6,16,1,61,129,63,69.13,130
6,16,1,62,128,62,69.13,130
6,16,1,63,128,63,69.13,130
6,16,2,0,135,64,69.18,180
6,16,2,1,135,65,69.18,180
6,16,2,2,134,64,69.18,180
6,16,2,3,134,65,69.18,180
6,16,2,4,133,64,69.18,180
6,16,2,5,133,65,69.18,180
6,16,2,6,132,64,69.18,180
6,16,2,7,132,65,69.18,180
6,16,2,8,131,64,69.18,180
6,16,2,9,131,65,69.18,180
6,16,2,10,130,64,69.18,180
6,16,2,11,130,65,69.18,180
6,16,2,12,129,64,69.18,180
6,16,2,13,129,65,69.18,180
6,16,2,14,128,64,69.18,180
6,16,2,15,128,65,69.18,180
6,16,2,16,135,66,69.18,180
6,16,2,17,135,67,69.18,180
6,16,2,18,134,66,69.18,180
6,16,2,19,134,67,69.18,180
6,16,2,20,133,66,69.18,180
6,16,2,21,133,67,69.18,180
6,16,2,22,132,66,69.18,180
6,16,2,23,132,67,69.18,180
6,16,2,24,131,66,69.18,180
6,16,2,25,131,67,69.18,180
6,16,2,26,130,66,69.18,180
6,16,2,27,130,67,69.18,180
6,16,2,28,129,66,69.18,180
6,16,2,29,129,67,69.18,180
6,16,2,30,128,66,69.18,180
6,16,2,31,128,67,69.18,180
6,16,2,32,135,68,69.18,180
6,16,2,33,135,69,69.18,180
6,16,2,34,134,68,69.18,180
6,16,2,35,134,69,69.18,180
6,16,2,36,133,68,69.18,180
6,16,2,37,133,69,69.18,180
6,16,2,38,132,68,69.18,180
6,16,2,39,132,69,69.18,180
6,16,2,40,131,68,69.18,180
6,16,2,41,131,69,69.18,180
6,16,2,42,130,68,69.18,180
6,16,2,43,130,69,69.18,180
6,16,2,44,129,68,69.18,180
6,16,2,45,129,69,69.18,180
6,16,2,46,128,68,69.18,180
6,16,2,47,128,69,69.18,180
6,16,2,48,135,70,69.18,180
6,16,2,49,135,71,69.18,180
6,16,2,50,134,70,69.18,180
6,16,2,51,134,71,69.18,180
6,16,2,52,133,70,69.18,180
6,16,2,53,133,71,69.18,180
6,16,2,54,132,70,69.18,180
6,16,2,55,132,71,69.18,180
6,16,2,56,131,70,69.18,180
6,16,2,57,131,71,69.18,180
6,16,2,58,130,70,69.18,180
6,16,2,59,130,71,69.18,180
6,16,2,60,129,70,69.18,180
6,16,2,61,129,71,69.18,180
6,16,2,62,128,70,69.18,180
6,16,2,63,128,71,69.18,180
6,16,3,0,135,72,69.18,180
6,16,3,1,135,73,69.18,180
6,16,3,2,134,72,69.18,180
6,16,3,3,134,73,69.18,180
6,16,3,4,133,72,69.18,180
6,16,3,5,133,73,69.18,180
6,16,3,6,132,72,69.18,180
6,16,3,7,132,73,69.18,180
6,16,3,8,131,72,69.18,180
6,16,3,9,131,73,69.18,180
6,16,3,10,130,72,69.18,180
6,16,3,11,130,73,69.18,180
6,16,3,12,129,72,69.18,180
6,16,3,13,129,73,69.18,180
6,16,3,14,128,72,69.18,180
6,16,3,15,128,73,69.18,180
6,16,3,16,135,74,69.18,180
6,16,3,17,135,75,69.18,180
6,16,3,18,134,74,69.18,180
6,16,3,19,134,75,69.18,180
6,16,3,20,133,74,69.18,180
6,16,3,21,133,75,69.18,180
6,16,3,22,132,74,69.18,180
6,16,3,23,132,75,69.18,180
6,16,3,24,131,74,69.18,180
6,16,3,25,131,75,69.18,180
6,16,3,26,130,74,69.18,180
6,16,3,27,130,75,69.18,180
6,16,3,28,129,74,69.18,180
6,16,3,29,129,75,69.18,180
6,16,3,30,128,74,69.18,180
6,16,3,31,128,75,69.18,180
6,16,3,32,135,76,69.18,180
6,16,3,33,135,77,69.18,180
6,16,3,34,134,76,69.18,180
6,16,3,35,134,77,69.18,180
6,16,3,36,133,76,69.18,180
6,16,3,37,133,77,69.18,180
6,16,3,38,132,76,69.18,180
6,16,3,39,132,77,69.18,180
6,16,3,40,131,76,69.18,180
6,16,3,41,131,77,69.18,180
6,16,3,42,130,76,69.18,180
6,16,3,43,130,77,69.18,180
6,16,3,44,129,76,69.18,180
6,16,3,45,129,77,69.18,180
6,16,3,46,128,76,69.18,180
6,16,3,47,128,77,69.18,180
6,16,3,48,135,78,69.18,180
6,16,3,49,135,79,69.18,180
6,16,3,50,134,78,69.18,180
6,16,3,51,134,79,69.18,180
6,16,3,52,133,78,69.18,180
6,16,3,53,133,79,69.18,180
6,16,3,54,132,78,69.18,180
6,16,3,55,132,79,69.18,180
6,16,3,56,131,78,69.18,180
6,16,3,57,131,79,69.18,180
6,16,3,58,130,78,69.18,180
6,16,3,59,130,79,69.18,180
6,16,3,60,129,78,69.18,180
6,16,3,61,129,79,69.18,180
6,16,3,62,128,78,69.18,180
6,16,3,63,128,79,69.18,180
6,16,4,0,135,80,69.18,180
6,16,4,1,135,81,69.18,180
6,16,4,2,134,80,69.18,180
6,16,4,3,134,81,69.18,180
6,16,4,4,133,80,69.18,180
6,16,4,5,133,81,69.18,180
6,16,4,6,132,80,69.18,180
6,16,4,7,132,81,69.18,180
6,16,4,8,131,80,69.18,180
6,16,4,9,131,81,69.18,180
6,16,4,10,130,80,69.18,180
6,16,4,11,130,81,69.18,180
6,16,4,12,129,80,69.18,180
6,16,4,13,129,81,69.18,180
6,16,4,14,128,80,69.18,180
6,16,4,15,128,81,69.18,180
6,16,4,16,135,82,69.18,180
6,16,4,17,135,83,69.18,180
6,16,4,18,134,82,69.18,180
6,16,4,19,134,83,69.18,180
6,16,4,20,133,82,69.18,180
6,16,4,21,133,83,69.18,180
6,16,4,22,132,82,69.18,180
6,16,4,23,132,83,69.18,180
6,16,4,24,131,82,69.18,180
6,16,4,25,131,83,69.18,180
6,16,4,26,130,82,69.18,180
6,16,4,27,130,83,69.18,180
6,16,4,28,129,82,69.18,180
6,16,4,29,129,83,69.18,180
6,16,4,30,128,82,69.18,180
6,16,4,31,128,83,69.18,180
6,16,4,32,135,84,69.18,180
6,16,4,33,135,85,69.18,180
6,16,4,34,134,84,69.18,180
6,16,4,35,134,85,69.18,180
6,16,4,36,133,84,69.18,180
6,16,4,37,133,85,69.18,180
6,16,4,38,132,84,69.18,180
6,16,4,39,132,85,69.18,180
6,16,4,40,131,84,69.18,180
6,16,4,41,131,85,69.18,180
6,16,4,42,130,84,69.18,180
6,16,4,43,130,85,69.18,180
6,16,4,44,129,84,69.18,180
6,16,4,45,129,85,69.18,180
6,16,4,46,128,84,69.18,180
6,16,4,47,128,85,69.18,180
6,16,4,48,135,86,69.18,180
6,16,4,49,135,87,69.18,180
6,16,4,50,134,86,69.18,180
6,16,4,51,134,87,69.18,180
6,16,4,52,133,86,69.18,180
6,16,4,53,133,87,69.18,180
6,16,4,54,132,86,69.18,180
6,16,4,55,132,87,69.18,180
6,16,4,56,131,86,69.18,180
6,16,4,57,131,87,69.18,180
6,16,4,58,130,86,69.18,180
6,16,4,59,130,87,69.18,180
6,16,4,60,129,86,69.18,180
6,16,4,61,129,87,69.18,180
6,16,4,62,128,86,69.18,180
6,16,4,63,128,87,69.18,180
6,16,5,0,135,88,69.18,180
6,16,5,1,135,89,69.18,180
6,16,5,2,134,88,69.18,180
6,16,5,3,134,89,69.18,180
6,16,5,4,133,88,69.18,180
6,16,5,5,133,89,69.18,180
6,16,5,6,132,88,69.18,180
6,16,5,7,132,89,69.18,180
6,16,5,8,131,88,69.18,180
6,16,5,9,131,89,69.18,180
6,16,5,10,130,88,69.18,180
6,16,5,11,130,89,69.18,180
6,16,5,12,129,88,69.18,180
6,16,5,13,129,89,69.18,180
6,16,5,14,128,88,69.18,180
6,16,5,15,128,89,69.18,180
6,16,5,16,135,90,69.13,130
6,16,5,17,135,91,69.13,130
6,16,5,18,134,90,69.13,130
6,16,5,19,134,91,69.13,130
6,16,5,20,133,90,69.18,180
6,16,5,21,133,91,69.18,180
6,16,5,22,132,90,69.18,180
6,16,5,23,132,91,69.18,180
6,16,5,24,131,90,69.18,180
6,16,5,25,131,91,69.18,180
6,16,5,26,130,90,69.18,180
6,16,5,27,130,91,69.18,180
6,16,5,28,129,90,69.18,180
6,16,5,29,129,91,69.18,180
6,16,5,30,128,90,69.18,180
6,16,5,31,128,91,69.18,180
6,16,5,32,135,92,69.13,130
6,16,5,33,135,93,69.13,130
6,16,5,34,134,92,69.13,130
6,16,5,35,134,93,69.13,130
6,16,5,36,133,92,69.18,180
6,16,5,37,133,93,69.18,180
6,16,5,38,132,92,69.18,180
6,16,5,39,132,93,69.18,180
6,16,5,40,131,92,69.18,180
6,16,5,41,131,93,69.18,180
6,16,5,42,130,92,69.18,180
6,16,5,43,130,93,69.18,180
6,16,5,44,129,92,69.18,180
6,16,5,45,129,93,69.18,180
6,16,5,46,128,92,69.18,180
6,16,5,47,128,93,69.18,180
6,16,5,48,135,94,69.13,130
6,16,5,49,135,95,69.13,130
6,16,5,50,134,94,69.13,130
6,16,5,51,134,95,69.13,130
6,16,5,52,133,94,69.13,130
6,16,5,53,133,95,69.13,130
6,16,5,54,132,94,69.13,130
6,16,5,55,132,95,69.13,130
6,16,5,56,131,94,69.18,180
6,16,5,57,131,95,69.18,180
6,16,5,58,130,94,69.18,180
6,16,5,59,130,95,69.18,180
6,16,5,60,129,94,69.18,180
6,16,5,61,129,95,69.18,180
6,16,5,62,128,94,69.18,180
6,16,5,63,128,95,69.18,180
7,56,0,0,192,47,69.18,180
7,56,0,1,192,46,69.18,180
7,56,0,2,193,47,69.18,180
7,56,0,3,193,46,69.18,180
7,56,0,4,194,47,69.18,180
7,56,0,5,194,46,69.18,180
7,56,0,6,195,47,69.18,180
7,56,0,7,195,46,69.18,180
7,56,0,8,196,47,69.18,180
7,56,0,9,196,46,69.18,180
7,56,0,10,197,47,69.18,180
7,56,0,11,197,46,69.18,180
7,56,0,12,198,47,69.18,180
7,56,0,13,198,46,69.18,180
7,56,0,14,199,47,69.18,180
7,56,0,15,199,46,69.18,180
7,56,0,16,192,45,69.18,180
7,56,0,17,192,44,69.18,180
7,56,0,18,193,45,69.18,180
7,56,0,19,193,44,69.18,180
7,56,0,20,194,45,69.18,180
7,56,0,21,194,44,69.18,180
7,56,0,22,195,45,69.18,180
7,56,0,23,195,44,69.18,180
7,56,0,24,196,45,69.18,180
7,56,0,25,196,44,69.18,180
7,56,0,26,197,45,69.18,180
7,56,0,27,197,44,69.18,180
7,56,0,28,198,45,69.18,180
7,56,0,29,198,44,69.18,180
7,56,0,30,199,45,69.18,180
7,56,0,31,199,44,69.18,180
7,56,0,32,192,43,69.18,180
7,56,0,33,192,42,69.18,180
7,56,0,34,193,43,69.18,180
7,56,0,35,193,42,69.18,180
7,56,0,36,194,43,69.18,180
7,56,0,37,194,42,69.18,180
7,56,0,38,195,43,69.18,180
7,56,0,39,195,42,69.18,180
7,56,0,40,196,43,69.18,180
7,56,0,41,196,42,69.18,180
7,56,0,42,197,43,69.18,180
7,56,0,43,197,42,69.18,180
7,56,0,44,198,43,69.18,180
7,56,0,45,198,42,69.18,180
7,56,0,46,199,43,69.18,180
7,56,0,47,199,42,69.18,180
7,56,0,48,192,41,69.18,180
7,56,0,49,192,40,69.18,180
7,56,0,50,193,41,69.18,180
7,56,0,51,193,40,69.18,180
7,56,0,52,194,41,69.18,180
7,56,0,53,194,40,69.18,180
7,56,0,54,195,41,69.18,180
7,56,0,55,195,40,69.18,180
7,56,0,56,196,41,69.18,180
7,56,0,57,196,40,69.18,180
7,56,0,58,197,41,69.18,180
7,56,0,59,197,40,69.18,180
7,56,0,60,198,41,69.18,180
7,56,0,61,198,40,69.18,180
7,56,0,62,199,41,69.18,180
7,56,0,63,199,40,69.18,180
7,56,1,0,192,39,69.18,180
7,56,1,1,192,38,69.18,180
7,56,1,2,193,39,69.18,180
7,56,1,3,193,38,69.18,180
7,56,1,4,194,39,69.18,180
7,56,1,5,194,38,69.18,180
7,56,1,6,195,39,69.18,180
7,56,1,7,195,38,69.18,180
7,56,1,8,196,39,69.18,180
7,56,1,9,196,38,69.18,180
7,56,1,10,197,39,69.18,180
7,56,1,11,197,38,69.18,180
7,56,1,12,198,39,69.18,180
7,56,1,13,198,38,69.18,180
7,56,1,14,199,39,69.18,180
7,56,1,15,199,38,69.18,180
7,56,1,16,192,37,69.18,180
7,56,1,17,192,36,69.18,180
7,56,1,18,193,37,69.18,180
7,56,1,19,193,36,69.18,180
7,56,1,20,194,37,69.18,180
7,56,1,21,194,36,69.18,180
7,56,1,22,195,37,69.18,180
7,56,1,23,195,36,69.18,180
7,56,1,24,196,37,69.18,180
7,56,1,25,196,36,69.18,180
7,56,1,26,197,37,69.18,180
7,56,1,27,197,36,69.18,180
7,56,1,28,198,37,69.18,180
7,56,1,29,198,36,69.18,180
7,56,1,30,199,37,69.18,180
7,56,1,31,199,36,69.18,180
7,56,1,32,192,35,69.18,180
7,56,1,33,192,34,69.18,180
7,56,1,34,193,35,69.18,180
7,56,1,35,193,34,69.18,180
7,56,1,36,194,35,69.18,180
7,56,1,37,194,34,69.18,180
7,56,1,38,195,35,69.18,180
7,56,1,39,195,34,69.18,180
7,56,1,40,196,35,69.18,180
7,56,1,41,196,34,69.18,180
7,56,1,42,197,35,69.18,180
7,56,1,43,197,34,69.18,180
7,56,1,44,198,35,69.18,180
7,56,1,45,198,34,69.18,180
7,56,1,46,199,35,69.18,180
7,56,1,47,199,34,69.18,180
7,56,1,48,192,33,69.18,180
7,56,1,49,192,32,69.18,180
7,56,1,50,193,33,69.18,180
7,56,1,51,193,32,69.18,180
7,56,1,52,194,33,69.18,180
7,56,1,53,194,32,69.18,180
7,56,1,54,195,33,69.18,180
7,56,1,55,195,32,69.18,180
7,56,1,56,196,33,69.18,180
7,56,1,57,196,32,69.18,180
7,56,1,58,197,33,69.18,180
7,56,1,59,197,32,69.18,180
7,56,1,60,198,33,69.18,180
7,56,1,61,198,32,69.18,180
7,56,1,62,199,33,69.18,180
7,56,1,63,199,32,69.18,180
7,56,2,0,192,31,69.18,180
7,56,2,1,192,30,69.18,180
7,56,2,2,193,31,69.18,180
7,56,2,3,193,30,69.18,180
7,56,2,4,194,31,69.18,180
7,56,2,5,194,30,69.18,180
7,56,2,6,195,31,69.18,180
7,56,2,7,195,30,69.18,180
7,56,2,8,196,31,69.18,180
7,56,2,9,196,30,69.18,180
7,56,2,10,197,31,69.18,180
7,56,2,11,197,30,69.18,180
7,56,2,12,198,31,69.18,180
7,56,2,13,198,30,69.18,180
7,56,2,14,199,31,69.18,180
7,56,2,15,199,30,69.18,180
7,56,2,16,192,29,69.18,180
7,56,2,17,192,28,69.18,180
7,56,2,18,193,29,69.18,180
7,56,2,19,193,28,69.18,180
7,56,2,20,194,29,69.18,180
7,56,2,21,194,28,69.18,180
7,56,2,22,195,29,69.18,180
7,56,2,23,195,28,69.18,180
7,56,2,24,196,29,69.18,180
7,56,2,25,196,28,69.18,180
7,56,2,26,197,29,69.18,180
7,56,2,27,197,28,69.18,180
7,56,2,28,198,29,69.18,180
7,56,2,29,198,28,69.18,180
7,56,2,30,199,29,69.18,180
7,56,2,31,199,28,69.18,180
7,56,2,32,192,27,69.18,180
7,56,2,33,192,26,69.18,180
7,56,2,34,193,27,69.18,180
7,56,2,35,193,26,69.18,180
7,56,2,36,194,27,69.18,180
7,56,2,37,194,26,69.18,180
7,56,2,38,195,27,69.18,180
7,56,2,39,195,26,69.18,180
7,56,2,40,196,27,69.18,180
7,56,2,41,196,26,69.18,180
7,56,2,42,197,27,69.18,180
7,56,2,43,197,26,69.18,180
7,56,2,44,198,27,69.18,180
7,56,2,45,198,26,69.18,180
7,56,2,46,199,27,69.18,180
7,56,2,47,199,26,69.18,180
7,56,2,48,192,25,69.18,180
7,56,2,49,192,24,69.18,180
7,56,2,50,193,25,69.18,180
7,56,2,51,193,24,69.18,180
7,56,2,52,194,25,69.18,180
7,56,2,53,194,24,69.18,180
7,56,2,54,195,25,69.18,180
7,56,2,55,195,24,69.18,180
7,56,2,56,196,25,69.18,180
7,56,2,57,196,24,69.18,180
7,56,2,58,197,25,69.18,180
7,56,2,59,197,24,69.18,180
7,56,2,60,198,25,69.18,180
7,56,2,61,198,24,69.18,180
7,56,2,62,199,25,69.18,180
7,56,2,63,199,24,69.18,180
7,56,3,0,192,23,69.18,180
7,56,3,1,192,22,69.18,180
7,56,3,2,193,23,69.18,180
7,56,3,3,193,22,69.18,180
7,56,3,4,194,23,69.18,180
7,56,3,5,194,22,69.18,180
7,56,3,6,195,23,69.18,180
7,56,3,7,195,22,69.18,180
7,56,3,8,196,23,69.18,180
7,56,3,9,196,22,69.18,180
7,56,3,10,197,23,69.18,180
7,56,3,11,197,22,69.18,180
7,56,3,12,198,23,69.18,180
7,56,3,13,198,22,69.18,180
7,56,3,14,199,23,69.18,180
7,56,3,15,199,22,69.18,180
7,56,3,16,192,21,69.18,180
7,56,3,17,192,20,69.18,180
7,56,3,18,193,21,69.18,180
7,56,3,19,193,20,69.18,180
7,56,3,20,194,21,69.18,180
7,56,3,21,194,20,69.18,180
7,56,3,22,195,21,69.18,180
7,56,3,23,195,20,69.18,180
7,56,3,24,196,21,69.18,180
7,56,3,25,196,20,69.18,180
7,56,3,26,197,21,69.18,180
7,56,3,27,197,20,69.18,180
7,56,3,28,198,21,69.18,180
7,56,3,29,198,20,69.18,180
7,56,3,30,199,21,69.18,180
7,56,3,31,199,20,69.18,180
7,56,3,32,192,19,69.18,180
7,56,3,33,192,18,69.18,180
7,56,3,34,193,19,69.18,180
7,56,3,35,193,18,69.18,180
7,56,3,36,194,19,69.18,180
7,56,3,37,194,18,69.18,180
7,56,3,38,195,19,69.18,180
7,56,3,39,195,18,69.18,180
7,56,3,40,196,19,69.18,180
7,56,3,41,196,18,69.18,180
7,56,3,42,197,19,69.18,180
7,56,3,43,197,18,69.18,180
7,56,3,44,198,19,69.18,180
7,56,3,45,198,18,69.18,180
7,56,3,46,199,19,69.18,180
7,56,3,47,199,18,69.18,180
7,56,3,48,192,17,69.18,180
7,56,3,49,192,16,69.18,180
7,56,3,50,193,17,69.18,180
7,56,3,51,193,16,69.18,180
7,56,3,52,194,17,69.18,180
7,56,3,53,194,16,69.18,180
7,56,3,54,195,17,69.18,180
7,56,3,55,195,16,69.18,180
7,56,3,56,196,17,69.18,180
7,56,3,57,196,16,69.18,180
7,56,3,58,197,17,69.18,180
7,56,3,59,197,16,69.18,180
7,56,3,60,198,17,69.18,180
7,56,3,61,198,16,69.18,180
7,56,3,62,199,17,69.18,180
7,56,3,63,199,16,69.18,180
7,56,4,0,192,15,69.18,180
7,56,4,1,192,14,69.18,180
7,56,4,2,193,15,69.18,180
7,56,4,3,193,14,69.18,180
7,56,4,4,194,15,69.18,180
7,56,4,5,194,14,69.18,180
7,56,4,6,195,15,69.18,180
7,56,4,7,195,14,69.18,180
7,56,4,8,196,15,69.18,180
7,56,4,9,196,14,69.18,180
7,56,4,10,197,15,69.18,180
7,56,4,11,197,14,69.18,180
7,56,4,12,198,15,69.18,180
7,56,4,13,198,14,69.18,180
7,56,4,14,199,15,69.18,180
