sector_serial,sector,ib,ib_channel,iphi,ieta,bias,offset
2,25,2,32,207,68,69.33,330
2,25,2,33,207,69,69.33,330
2,25,2,34,206,68,69.33,330
2,25,2,35,206,69,69.33,330
2,25,2,36,205,68,69.33,330
2,25,2,37,205,69,69.33,330
2,25,2,38,204,68,69.33,330
2,25,2,39,204,69,69.33,330
2,25,2,40,203,68,69.33,330
2,25,2,41,203,69,69.33,330
2,25,2,42,202,68,69.33,330
2,25,2,43,202,69,69.33,330
2,25,2,44,201,68,69.33,330
2,25,2,45,201,69,69.33,330
2,25,2,46,200,68,69.33,330
2,25,2,47,200,69,69.33,330
2,25,2,48,207,70,69.33,330
2,25,2,49,207,71,69.33,330
2,25,2,50,206,70,69.33,330
2,25,2,51,206,71,69.33,330
2,25,2,52,205,70,69.33,330
2,25,2,53,205,71,69.33,330
2,25,2,54,204,70,69.33,330
2,25,2,55,204,71,69.33,330
2,25,2,56,203,70,69.33,330
2,25,2,57,203,71,69.33,330
2,25,2,58,202,70,69.33,330
2,25,2,59,202,71,69.33,330
2,25,2,60,201,70,69.33,330
2,25,2,61,201,71,69.33,330
2,25,2,62,200,70,69.33,330
2,25,2,63,200,71,69.33,330
2,25,3,0,207,72,69.33,330
2,25,3,1,207,73,69.33,330
2,25,3,2,206,72,69.33,330
2,25,3,3,206,73,69.33,330
2,25,3,4,205,72,69.33,330
2,25,3,5,205,73,69.33,330
2,25,3,6,204,72,69.33,330
2,25,3,7,204,73,69.33,330
2,25,3,8,203,72,69.33,330
2,25,3,9,203,73,69.33,330
2,25,3,10,202,72,69.33,330
2,25,3,11,202,73,69.33,330
2,25,3,12,201,72,69.33,330
2,25,3,13,201,73,69.33,330
2,25,3,14,200,72,69.33,330
2,25,3,15,200,73,69.33,330
2,25,3,16,207,74,69.33,330
2,25,3,17,207,75,69.33,330
2,25,3,18,206,74,69.33,330
2,25,3,19,206,75,69.33,330
2,25,3,20,205,74,69.33,330
2,25,3,21,205,75,69.33,330
2,25,3,22,204,74,69.33,330
2,25,3,23,204,75,69.33,330
2,25,3,24,203,74,69.33,330
2,25,3,25,203,75,69.33,330
2,25,3,26,202,74,69.33,330
2,25,3,27,202,75,69.33,330
2,25,3,28,201,74,69.33,330
2,25,3,29,201,75,69.33,330
2,25,3,30,200,74,69.33,330
2,25,3,31,200,75,69.33,330
2,25,3,32,207,76,69.33,330
2,25,3,33,207,77,69.33,330
2,25,3,34,206,76,69.33,330
2,25,3,35,206,77,69.33,330
2,25,3,36,205,76,69.33,330
2,25,3,37,205,77,69.33,330
2,25,3,38,204,76,69.33,330
2,25,3,39,204,77,69.33,330
2,25,3,40,203,76,69.33,330
2,25,3,41,203,77,69.33,330
2,25,3,42,202,76,69.33,330
2,25,3,43,202,77,69.33,330
2,25,3,44,201,76,69.33,330
2,25,3,45,201,77,69.33,330
2,25,3,46,200,76,69.33,330
2,25,3,47,200,77,69.33,330
2,25,3,48,207,78,69.33,330
2,25,3,49,207,79,69.33,330
2,25,3,50,206,78,69.33,330
2,25,3,51,206,79,69.33,330
2,25,3,52,205,78,69.33,330
2,25,3,53,205,79,69.33,330
2,25,3,54,204,78,69.33,330
2,25,3,55,204,79,69.33,330
2,25,3,56,203,78,69.33,330
2,25,3,57,203,79,69.33,330
2,25,3,58,202,78,69.33,330
2,25,3,59,202,79,69.33,330
2,25,3,60,201,78,69.33,330
2,25,3,61,201,79,69.33,330
2,25,3,62,200,78,69.33,330
2,25,3,63,200,79,69.33,330
2,25,4,0,207,80,69.33,330
2,25,4,1,207,81,69.33,330
2,25,4,2,206,80,69.33,330
2,25,4,3,206,81,69.33,330
2,25,4,4,205,80,69.33,330
2,25,4,5,205,81,69.33,330
2,25,4,6,204,80,69.33,330
2,25,4,7,204,81,69.33,330
2,25,4,8,203,80,69.33,330
2,25,4,9,203,81,69.33,330
2,25,4,10,202,80,69.33,330
2,25,4,11,202,81,69.33,330
2,25,4,12,201,80,69.33,330
2,25,4,13,201,81,69.33,330
2,25,4,14,200,80,69.33,330
2,25,4,15,200,81,69.33,330
2,25,4,16,207,82,69.33,330
2,25,4,17,207,83,69.33,330
2,25,4,18,206,82,69.33,330
2,25,4,19,206,83,69.33,330
2,25,4,20,205,82,69.33,330
2,25,4,21,205,83,69.33,330
2,25,4,22,204,82,69.33,330
2,25,4,23,204,83,69.33,330
2,25,4,24,203,82,69.33,330
2,25,4,25,203,83,69.33,330
2,25,4,26,202,82,69.33,330
2,25,4,27,202,83,69.33,330
2,25,4,28,201,82,69.33,330
2,25,4,29,201,83,69.33,330
2,25,4,30,200,82,69.33,330
2,25,4,31,200,83,69.33,330
2,25,4,32,207,84,69.33,330
2,25,4,33,207,85,69.33,330
2,25,4,34,206,84,69.33,330
2,25,4,35,206,85,69.33,330
2,25,4,36,205,84,69.33,330
2,25,4,37,205,85,69.33,330
2,25,4,38,204,84,69.33,330
2,25,4,39,204,85,69.33,330
2,25,4,40,203,84,69.33,330
2,25,4,41,203,85,69.33,330
2,25,4,42,202,84,69.33,330
2,25,4,43,202,85,69.33,330
2,25,4,44,201,84,69.33,330
2,25,4,45,201,85,69.33,330
2,25,4,46,200,84,69.33,330
2,25,4,47,200,85,69.33,330
2,25,4,48,207,86,69.33,330
2,25,4,49,207,87,69.33,330
2,25,4,50,206,86,69.33,330
2,25,4,51,206,87,69.33,330
2,25,4,52,205,86,69.33,330
2,25,4,53,205,87,69.33,330
2,25,4,54,204,86,69.33,330
2,25,4,55,204,87,69.33,330
2,25,4,56,203,86,69.33,330
2,25,4,57,203,87,69.33,330
2,25,4,58,202,86,69.33,330
2,25,4,59,202,87,69.33,330
2,25,4,60,201,86,69.33,330
2,25,4,61,201,87,69.33,330
2,25,4,62,200,86,69.33,330
2,25,4,63,200,87,69.33,330
2,25,5,0,207,88,69.33,330
2,25,5,1,207,89,69.33,330
2,25,5,2,206,88,69.33,330
2,25,5,3,206,89,69.33,330
2,25,5,4,205,88,69.33,330
2,25,5,5,205,89,69.33,330
2,25,5,6,204,88,69.33,330
2,25,5,7,204,89,69.33,330
2,25,5,8,203,88,69.33,330
2,25,5,9,203,89,69.33,330
2,25,5,10,202,88,69.33,330
2,25,5,11,202,89,69.33,330
2,25,5,12,201,88,69.33,330
2,25,5,13,201,89,69.33,330
2,25,5,14,200,88,69.33,330
2,25,5,15,200,89,69.33,330
2,25,5,16,207,90,69.33,330
2,25,5,17,207,91,69.33,330
2,25,5,18,206,90,69.33,330
2,25,5,19,206,91,69.33,330
2,25,5,20,205,90,69.33,330
2,25,5,21,205,91,69.33,330
2,25,5,22,204,90,69.33,330
2,25,5,23,204,91,69.33,330
2,25,5,24,203,90,69.33,330
2,25,5,25,203,91,69.33,330
2,25,5,26,202,90,69.33,330
2,25,5,27,202,91,69.33,330
2,25,5,28,201,90,69.33,330
2,25,5,29,201,91,69.33,330
2,25,5,30,200,90,69.33,330
2,25,5,31,200,91,69.33,330
2,25,5,32,207,92,69.33,330
2,25,5,33,207,93,69.33,330
2,25,5,34,206,92,69.33,330
2,25,5,35,206,93,69.33,330
2,25,5,36,205,92,69.33,330
2,25,5,37,205,93,69.33,330
2,25,5,38,204,92,69.33,330
2,25,5,39,204,93,69.33,330
2,25,5,40,203,92,69.33,330
2,25,5,41,203,93,69.33,330
2,25,5,42,202,92,69.33,330
2,25,5,43,202,93,69.33,330
2,25,5,44,201,92,69.33,330
2,25,5,45,201,93,69.33,330
2,25,5,46,200,92,69.33,330
