sector,ib,channel,bias,gs
3,4,4,69.13,130
3,4,5,69.13,130
3,4,6,69.13,130
3,4,7,69.13,130
3,4,8,69.13,130
3,4,9,69.13,130
3,4,10,69.13,130
3,4,11,69.13,130
3,4,12,69.13,130
3,4,13,69.13,130
3,4,14,69.13,130
3,4,15,69.13,130
3,4,16,69.13,130
3,4,17,69.13,130
3,4,18,69.13,130
3,4,19,69.13,130
3,4,20,69.13,130
3,4,21,69.13,130
3,4,22,69.13,130
3,4,23,69.13,130
3,4,24,69.13,130
3,4,25,69.13,130
3,4,26,69.13,130
3,4,27,69.13,130
3,4,28,69.13,130
3,4,29,69.13,130
3,4,30,69.13,130
3,4,31,69.13,130
3,4,32,69.13,130
3,4,33,69.13,130
3,4,34,69.13,130
3,4,35,69.13,130
3,4,36,69.13,130
3,4,37,69.13,130
3,4,38,69.13,130
3,4,39,69.13,130
3,4,40,69.13,130
3,4,41,69.13,130
3,4,42,69.13,130
3,4,43,69.13,130
3,4,44,69.13,130
3,4,45,69.13,130
3,4,46,69.13,130
3,4,47,69.13,130
3,4,48,69.13,130
3,4,49,69.13,130
3,4,50,69.13,130
3,4,51,69.13,130
3,4,52,69.13,130
3,4,53,69.13,130
3,4,54,69.13,130
3,4,55,69.13,130
3,4,56,69.13,130
3,4,57,69.13,130
3,4,58,69.13,130
3,4,59,69.13,130
3,4,60,69.13,130
3,4,61,69.13,130
3,4,62,69.13,130
3,4,63,69.13,130
3,5,0,69.13,130
3,5,1,69.13,130
3,5,2,69.13,130
3,5,3,69.13,130
3,5,4,69.13,130
3,5,5,69.13,130
3,5,6,69.13,130
3,5,7,69.13,130
3,5,8,69.13,130
3,5,9,69.13,130
3,5,10,69.13,130
3,5,11,69.13,130
3,5,12,69.13,130
3,5,13,69.13,130
3,5,14,69.13,130
3,5,15,69.13,130
3,5,16,69.13,130
3,5,17,69.13,130
3,5,18,69.13,130
3,5,19,69.13,130
3,5,20,69.13,130
3,5,21,69.13,130
3,5,22,69.13,130
3,5,23,69.13,130
3,5,24,69.13,130
3,5,25,69.13,130
3,5,26,69.13,130
3,5,27,69.13,130
3,5,28,69.13,130
3,5,29,69.13,130
3,5,30,69.13,130
3,5,31,69.13,130
3,5,32,69.13,130
3,5,33,69.13,130
3,5,34,69.13,130
3,5,35,69.13,130
3,5,36,69.13,130
3,5,37,69.13,130
3,5,38,69.13,130
3,5,39,69.13,130
3,5,40,69.13,130
3,5,41,69.13,130
