sector,ib,channel,bias,gs
13,1,20,69.03,30
13,1,21,69.03,30
13,1,22,69.03,30
13,1,23,69.03,30
13,1,24,69.03,30
13,1,25,69.03,30
13,1,26,69.03,30
13,1,27,69.03,30
13,1,28,69.03,30
13,1,29,69.03,30
13,1,30,69.03,30
13,1,31,69.03,30
13,1,32,69.03,30
13,1,33,69.03,30
13,1,34,69.03,30
13,1,35,69.03,30
13,1,36,69.03,30
13,1,37,69.03,30
13,1,38,69.03,30
13,1,39,69.03,30
13,1,40,69.03,30
13,1,41,69.03,30
13,1,42,69.03,30
13,1,43,69.03,30
13,1,44,69.03,30
13,1,45,69.03,30
13,1,46,69.03,30
13,1,47,69.03,30
13,1,48,69.03,30
13,1,49,69.03,30
13,1,50,69.03,30
13,1,51,69.03,30
13,1,52,69.03,30
13,1,53,69.03,30
13,1,54,69.03,30
13,1,55,69.03,30
13,1,56,69.03,30
13,1,57,69.03,30
13,1,58,69.03,30
13,1,59,69.03,30
13,1,60,69.03,30
13,1,61,69.03,30
13,1,62,69.03,30
13,1,63,69.03,30
13,2,0,69.03,30
13,2,1,69.03,30
13,2,2,69.03,30
13,2,3,69.03,30
13,2,4,69.03,30
13,2,5,69.03,30
13,2,6,69.03,30
13,2,7,69.03,30
13,2,8,69.03,30
13,2,9,69.03,30
13,2,10,69.03,30
13,2,11,69.03,30
13,2,12,69.03,30
13,2,13,69.03,30
13,2,14,69.03,30
13,2,15,69.03,30
13,2,16,69.03,30
13,2,17,69.03,30
13,2,18,69.03,30
13,2,19,69.03,30
13,2,20,69.03,30
13,2,21,69.03,30
13,2,22,69.03,30
13,2,23,69.03,30
13,2,24,69.03,30
13,2,25,69.03,30
13,2,26,69.03,30
13,2,27,69.03,30
13,2,28,69.03,30
13,2,29,69.03,30
13,2,30,69.03,30
13,2,31,69.03,30
13,2,32,69.03,30
13,2,33,69.03,30
13,2,34,69.03,30
13,2,35,69.03,30
13,2,36,69.03,30
13,2,37,69.03,30
13,2,38,69.03,30
13,2,39,69.03,30
13,2,40,69.03,30
13,2,41,69.03,30
13,2,42,69.03,30
13,2,43,69.03,30
13,2,44,69.03,30
13,2,45,69.03,30
13,2,46,69.03,30
13,2,47,69.03,30
13,2,48,69.03,30
13,2,49,69.03,30
13,2,50,69.03,30
13,2,51,69.03,30
13,2,52,69.03,30
13,2,53,69.03,30
13,2,54,69.03,30
13,2,55,69.03,30
13,2,56,69.03,30
13,2,57,69.03,30
13,2,58,69.03,30
13,2,59,69.03,30
13,2,60,69.03,30
13,2,61,69.03,30
13,2,62,69.03,30
13,2,63,69.03,30
13,3,0,69.03,30
13,3,1,69.03,30
13,3,2,69.03,30
13,3,3,69.03,30
13,3,4,69.03,30
13,3,5,69.03,30
13,3,6,69.03,30
13,3,7,69.03,30
13,3,8,69.03,30
13,3,9,69.03,30
13,3,10,69.03,30
13,3,11,69.03,30
13,3,12,69.03,30
13,3,13,69.03,30
13,3,14,69.03,30
13,3,15,69.03,30
13,3,16,69.03,30
13,3,17,69.03,30
13,3,18,69.03,30
13,3,19,69.03,30
13,3,20,69.03,30
13,3,21,69.03,30
13,3,22,69.03,30
13,3,23,69.03,30
13,3,24,69.03,30
13,3,25,69.03,30
13,3,26,69.03,30
13,3,27,69.03,30
13,3,28,69.03,30
13,3,29,69.03,30
13,3,30,69.03,30
13,3,31,69.03,30
13,3,32,69.03,30
13,3,33,69.03,30
13,3,34,69.03,30
13,3,35,69.03,30
13,3,36,69.03,30
13,3,37,69.03,30
13,3,38,69.03,30
13,3,39,69.03,30
13,3,40,69.03,30
13,3,41,69.03,30
13,3,42,69.03,30
13,3,43,69.03,30
13,3,44,69.03,30
13,3,45,69.03,30
13,3,46,69.03,30
13,3,47,69.03,30
13,3,48,69.03,30
13,3,49,69.03,30
13,3,50,69.03,30
13,3,51,69.03,30
13,3,52,69.03,30
13,3,53,69.03,30
13,3,54,69.03,30
13,3,55,69.03,30
13,3,56,69.03,30
13,3,57,69.03,30
13,3,58,69.03,30
13,3,59,69.03,30
13,3,60,69.03,30
13,3,61,69.03,30
13,3,62,69.03,30
13,3,63,69.03,30
13,4,0,69.03,30
13,4,1,69.03,30
13,4,2,69.03,30
13,4,3,69.03,30
13,4,4,69.03,30
13,4,5,69.03,30
13,4,6,69.03,30
13,4,7,69.03,30
13,4,8,69.03,30
13,4,9,69.03,30
13,4,10,69.03,30
13,4,11,69.03,30
13,4,12,69.03,30
13,4,13,69.03,30
13,4,14,69.03,30
13,4,15,69.03,30
13,4,16,69.03,30
13,4,17,69.03,30
13,4,18,69.03,30
13,4,19,69.03,30
13,4,20,69.03,30
13,4,21,69.03,30
13,4,22,69.03,30
13,4,23,69.03,30
13,4,24,69.03,30
13,4,25,69.03,30
13,4,26,69.03,30
13,4,27,69.03,30
13,4,28,69.03,30
13,4,29,69.03,30
13,4,30,69.03,30
13,4,31,69.03,30
13,4,32,69.03,30
13,4,33,69.03,30
13,4,34,69.03,30
13,4,35,69.03,30
13,4,36,69.03,30
13,4,37,69.03,30
13,4,38,69.03,30
13,4,39,69.03,30
13,4,40,69.03,30
13,4,41,69.03,30
13,4,42,69.03,30
13,4,43,69.03,30
13,4,44,69.03,30
13,4,45,69.03,30
13,4,46,69.03,30
13,4,47,69.03,30
13,4,48,69.03,30
13,4,49,69.03,30
13,4,50,69.03,30
13,4,51,69.03,30
13,4,52,69.03,30
13,4,53,69.03,30
13,4,54,69.03,30
13,4,55,69.03,30
13,4,56,69.03,30
13,4,57,69.03,30
13,4,58,69.03,30
13,4,59,69.03,30
13,4,60,69.03,30
13,4,61,69.03,30
13,4,62,69.03,30
13,4,63,69.03,30
13,5,0,69.03,30
13,5,1,69.03,30
13,5,2,69.03,30
13,5,3,69.03,30
13,5,4,69.03,30
13,5,5,69.03,30
13,5,6,69.03,30
13,5,7,69.03,30
13,5,8,69.03,30
13,5,9,69.03,30
13,5,10,69.03,30
13,5,11,69.03,30
13,5,12,69.03,30
13,5,13,69.03,30
13,5,14,69.03,30
13,5,15,69.03,30
13,5,16,69.03,30
13,5,17,69.03,30
13,5,18,69.03,30
13,5,19,69.03,30
13,5,20,69.03,30
13,5,21,69.03,30
13,5,22,69.03,30
13,5,23,69.03,30
13,5,24,69.03,30
13,5,25,69.03,30
13,5,26,69.03,30
13,5,27,69.03,30
13,5,28,69.03,30
13,5,29,69.03,30
13,5,30,69.03,30
13,5,31,69.03,30
13,5,32,69.03,30
13,5,33,69.03,30
13,5,34,69.03,30
13,5,35,69.03,30
13,5,36,69.03,30
13,5,37,69.03,30
13,5,38,69.03,30
13,5,39,69.03,30
13,5,40,69.03,30
13,5,41,69.03,30
13,5,42,69.03,30
13,5,43,69.03,30
13,5,44,69.03,30
13,5,45,69.03,30
13,5,46,69.03,30
13,5,47,69.03,30
13,5,48,69.03,30
13,5,49,69.03,30
13,5,50,69.03,30
13,5,51,69.03,30
13,5,52,69.03,30
13,5,53,69.03,30
13,5,54,69.03,30
13,5,55,69.03,30
13,5,56,69.03,30
13,5,57,69.03,30
13,5,58,69.03,30
13,5,59,69.03,30
13,5,60,69.03,30
13,5,61,69.03,30
13,5,62,69.03,30
13,5,63,69.03,30
14,0,0,69.23,230
14,0,1,69.23,230
14,0,2,69.23,230
14,0,3,69.23,230
14,0,4,69.23,230
14,0,5,69.23,230
14,0,6,69.23,230
14,0,7,69.23,230
14,0,8,69.23,230
14,0,9,69.23,230
14,0,10,69.23,230
14,0,11,69.23,230
14,0,12,69.23,230
14,0,13,69.23,230
14,0,14,69.23,230
14,0,15,69.23,230
14,0,16,69.23,230
14,0,17,69.23,230
14,0,18,69.23,230
14,0,19,69.23,230
14,0,20,69.23,230
14,0,21,69.23,230
14,0,22,69.23,230
14,0,23,69.23,230
14,0,24,69.23,230
14,0,25,69.23,230
14,0,26,69.23,230
14,0,27,69.23,230
14,0,28,69.23,230
14,0,29,69.23,230
14,0,30,69.23,230
14,0,31,69.23,230
14,0,32,69.23,230
14,0,33,69.23,230
14,0,34,69.23,230
14,0,35,69.23,230
14,0,36,69.23,230
14,0,37,69.23,230
14,0,38,69.23,230
14,0,39,69.23,230
14,0,40,69.23,230
14,0,41,69.23,230
14,0,42,69.23,230
14,0,43,69.23,230
14,0,44,69.23,230
14,0,45,69.23,230
14,0,46,69.23,230
14,0,47,69.23,230
14,0,48,69.23,230
14,0,49,69.23,230
14,0,50,69.23,230
14,0,51,69.23,230
14,0,52,69.23,230
14,0,53,69.23,230
14,0,54,69.23,230
14,0,55,69.23,230
14,0,56,69.23,230
14,0,57,69.23,230
14,0,58,69.23,230
14,0,59,69.23,230
14,0,60,69.23,230
14,0,61,69.23,230
14,0,62,69.23,230
14,0,63,69.23,230
14,1,0,69.23,230
14,1,1,69.23,230
14,1,2,69.23,230
14,1,3,69.23,230
14,1,4,69.23,230
14,1,5,69.23,230
14,1,6,69.23,230
14,1,7,69.23,230
14,1,8,69.23,230
14,1,9,69.23,230
14,1,10,69.23,230
14,1,11,69.23,230
14,1,12,69.23,230
14,1,13,69.23,230
14,1,14,69.23,230
14,1,15,69.23,230
14,1,16,69.23,230
14,1,17,69.23,230
14,1,18,69.23,230
14,1,19,69.23,230
14,1,20,69.23,230
14,1,21,69.23,230
14,1,22,69.23,230
14,1,23,69.23,230
14,1,24,69.23,230
14,1,25,69.23,230
14,1,26,69.23,230
14,1,27,69.23,230
14,1,28,69.23,230
14,1,29,69.23,230
14,1,30,69.23,230
14,1,31,69.23,230
14,1,32,69.23,230
14,1,33,69.23,230
14,1,34,69.23,230
14,1,35,69.23,230
14,1,36,69.23,230
14,1,37,69.23,230
14,1,38,69.23,230
14,1,39,69.23,230
14,1,40,69.23,230
14,1,41,69.23,230
14,1,42,69.23,230
14,1,43,69.23,230
14,1,44,69.23,230
14,1,45,69.23,230
14,1,46,69.23,230
14,1,47,69.23,230
14,1,48,69.23,230
14,1,49,69.23,230
14,1,50,69.23,230
14,1,51,69.23,230
14,1,52,69.23,230
14,1,53,69.23,230
14,1,54,69.23,230
14,1,55,69.23,230
14,1,56,69.23,230
14,1,57,69.23,230
14,1,58,69.23,230
14,1,59,69.23,230
14,1,60,69.23,230
14,1,61,69.23,230
14,1,62,69.23,230
14,1,63,69.23,230
14,2,0,69.23,230
14,2,1,69.23,230
14,2,2,69.23,230
14,2,3,69.23,230
14,2,4,69.23,230
14,2,5,69.23,230
14,2,6,69.23,230
14,2,7,69.23,230
14,2,8,69.23,230
14,2,9,69.23,230
14,2,10,69.23,230
14,2,11,69.23,230
14,2,12,69.23,230
14,2,13,69.23,230
14,2,14,69.23,230
14,2,15,69.23,230
14,2,16,69.23,230
14,2,17,69.23,230
14,2,18,69.23,230
14,2,19,69.23,230
14,2,20,69.23,230
14,2,21,69.23,230
14,2,22,69.23,230
14,2,23,69.23,230
14,2,24,69.23,230
14,2,25,69.23,230
14,2,26,69.23,230
14,2,27,69.23,230
14,2,28,69.23,230
14,2,29,69.23,230
14,2,30,69.23,230
14,2,31,69.23,230
14,2,32,69.23,230
14,2,33,69.23,230
14,2,34,69.23,230
14,2,35,69.23,230
14,2,36,69.23,230
14,2,37,69.23,230
14,2,38,69.23,230
14,2,39,69.23,230
14,2,40,69.23,230
14,2,41,69.23,230
14,2,42,69.23,230
14,2,43,69.23,230
14,2,44,69.23,230
14,2,45,69.23,230
14,2,46,69.23,230
14,2,47,69.23,230
14,2,48,69.23,230
14,2,49,69.23,230
14,2,50,69.23,230
14,2,51,69.23,230
14,2,52,69.23,230
14,2,53,69.23,230
14,2,54,69.23,230
14,2,55,69.23,230
14,2,56,69.23,230
14,2,57,69.23,230
14,2,58,69.23,230
14,2,59,69.23,230
14,2,60,69.23,230
14,2,61,69.23,230
14,2,62,69.23,230
14,2,63,69.23,230
14,3,0,69.23,230
14,3,1,69.23,230
14,3,2,69.23,230
14,3,3,69.23,230
14,3,4,69.23,230
14,3,5,69.23,230
14,3,6,69.23,230
14,3,7,69.23,230
14,3,8,69.23,230
14,3,9,69.23,230
14,3,10,69.23,230
14,3,11,69.23,230
14,3,12,69.23,230
14,3,13,69.23,230
14,3,14,69.23,230
14,3,15,69.23,230
14,3,16,69.23,230
14,3,17,69.23,230
14,3,18,69.23,230
14,3,19,69.23,230
14,3,20,69.23,230
14,3,21,69.23,230
14,3,22,69.23,230
14,3,23,69.23,230
14,3,24,69.23,230
14,3,25,69.23,230
14,3,26,69.23,230
14,3,27,69.23,230
14,3,28,69.23,230
14,3,29,69.23,230
14,3,30,69.23,230
14,3,31,69.23,230
14,3,32,69.23,230
14,3,33,69.23,230
14,3,34,69.23,230
14,3,35,69.23,230
14,3,36,69.23,230
14,3,37,69.23,230
14,3,38,69.23,230
14,3,39,69.23,230
14,3,40,69.23,230
14,3,41,69.23,230
14,3,42,69.23,230
14,3,43,69.23,230
14,3,44,69.23,230
14,3,45,69.23,230
14,3,46,69.23,230
14,3,47,69.23,230
14,3,48,69.23,230
14,3,49,69.23,230
14,3,50,69.23,230
14,3,51,69.23,230
14,3,52,69.23,230
14,3,53,69.23,230
14,3,54,69.23,230
14,3,55,69.23,230
14,3,56,69.23,230
14,3,57,69.23,230
14,3,58,69.23,230
14,3,59,69.23,230
14,3,60,69.23,230
14,3,61,69.23,230
14,3,62,69.23,230
14,3,63,69.23,230
14,4,0,69.23,230
14,4,1,69.23,230
14,4,2,69.23,230
14,4,3,69.23,230
14,4,4,69.23,230
14,4,5,69.23,230
14,4,6,69.23,230
14,4,7,69.23,230
14,4,8,69.23,230
14,4,9,69.23,230
14,4,10,69.23,230
14,4,11,69.23,230
14,4,12,69.23,230
14,4,13,69.23,230
14,4,14,69.23,230
14,4,15,69.23,230
14,4,16,69.23,230
14,4,17,69.23,230
14,4,18,69.23,230
14,4,19,69.23,230
14,4,20,69.23,230
14,4,21,69.23,230
14,4,22,69.23,230
14,4,23,69.23,230
14,4,24,69.23,230
14,4,25,69.23,230
14,4,26,69.23,230
14,4,27,69.23,230
14,4,28,69.23,230
14,4,29,69.23,230
14,4,30,69.23,230
14,4,31,69.23,230
14,4,32,69.23,230
14,4,33,69.23,230
14,4,34,69.23,230
14,4,35,69.23,230
14,4,36,69.23,230
14,4,37,69.23,230
14,4,38,69.23,230
14,4,39,69.23,230
14,4,40,69.23,230
14,4,41,69.23,230
14,4,42,69.23,230
14,4,43,69.23,230
14,4,44,69.23,230
14,4,45,69.23,230
14,4,46,69.23,230
14,4,47,69.23,230
14,4,48,69.23,230
14,4,49,69.23,230
14,4,50,69.23,230
14,4,51,69.23,230
14,4,52,69.23,230
14,4,53,69.23,230
14,4,54,69.23,230
14,4,55,69.23,230
14,4,56,69.23,230
14,4,57,69.23,230
14,4,58,69.23,230
14,4,59,69.23,230
14,4,60,69.23,230
14,4,61,69.23,230
14,4,62,69.23,230
14,4,63,69.23,230
14,5,0,69.23,230
14,5,1,69.23,230
14,5,2,69.23,230
14,5,3,69.23,230
14,5,4,69.23,230
14,5,5,69.23,230
14,5,6,69.23,230
14,5,7,69.23,230
14,5,8,69.23,230
14,5,9,69.23,230
14,5,10,69.23,230
14,5,11,69.23,230
14,5,12,69.23,230
14,5,13,69.23,230
14,5,14,69.23,230
14,5,15,69.23,230
14,5,16,69.23,230
14,5,17,69.23,230
14,5,18,69.23,230
14,5,19,69.23,230
14,5,20,69.23,230
14,5,21,69.23,230
14,5,22,69.23,230
14,5,23,69.23,230
14,5,24,69.23,230
14,5,25,69.23,230
14,5,26,69.23,230
14,5,27,69.23,230
14,5,28,69.23,230
14,5,29,69.23,230
14,5,30,69.23,230
14,5,31,69.23,230
14,5,32,69.23,230
14,5,33,69.23,230
14,5,34,69.23,230
14,5,35,69.23,230
14,5,36,69.23,230
14,5,37,69.23,230
14,5,38,69.23,230
14,5,39,69.23,230
14,5,40,69.23,230
14,5,41,69.23,230
14,5,42,69.23,230
14,5,43,69.23,230
14,5,44,69.23,230
14,5,45,69.23,230
14,5,46,69.23,230
14,5,47,69.23,230
14,5,48,69.23,230
14,5,49,69.23,230
14,5,50,69.23,230
14,5,51,69.23,230
14,5,52,69.23,230
14,5,53,69.23,230
14,5,54,69.23,230
14,5,55,69.23,230
14,5,56,69.23,230
14,5,57,69.23,230
14,5,58,69.23,230
14,5,59,69.23,230
14,5,60,69.23,230
14,5,61,69.23,230
14,5,62,69.23,230
14,5,63,69.23,230
15,0,0,69.23,230
15,0,1,69.23,230
15,0,2,69.23,230
15,0,3,69.23,230
15,0,4,69.23,230
15,0,5,69.23,230
15,0,6,69.23,230
15,0,7,69.23,230
15,0,8,69.23,230
15,0,9,69.23,230
15,0,10,69.23,230
15,0,11,69.23,230
15,0,12,69.23,230
15,0,13,69.23,230
15,0,14,69.23,230
15,0,15,69.23,230
15,0,16,69.23,230
15,0,17,69.23,230
15,0,18,69.23,230
15,0,19,69.23,230
15,0,20,69.23,230
15,0,21,69.23,230
15,0,22,69.23,230
15,0,23,69.23,230
15,0,24,69.23,230
15,0,25,69.23,230
15,0,26,69.23,230
15,0,27,69.23,230
15,0,28,69.23,230
15,0,29,69.23,230
15,0,30,69.23,230
15,0,31,69.23,230
15,0,32,69.23,230
15,0,33,69.23,230
15,0,34,69.23,230
15,0,35,69.23,230
15,0,36,69.23,230
15,0,37,69.23,230
15,0,38,69.23,230
15,0,39,69.23,230
15,0,40,69.23,230
15,0,41,69.23,230
15,0,42,69.23,230
15,0,43,69.23,230
15,0,44,69.23,230
15,0,45,69.23,230
15,0,46,69.23,230
15,0,47,69.23,230
15,0,48,69.23,230
15,0,49,69.23,230
15,0,50,69.23,230
15,0,51,69.23,230
15,0,52,69.23,230
15,0,53,69.23,230
15,0,54,69.23,230
15,0,55,69.23,230
15,0,56,69.23,230
15,0,57,69.23,230
15,0,58,69.23,230
15,0,59,69.23,230
15,0,60,69.23,230
15,0,61,69.23,230
15,0,62,69.23,230
15,0,63,69.23,230
15,1,0,69.23,230
15,1,1,69.23,230
15,1,2,69.23,230
15,1,3,69.23,230
15,1,4,69.23,230
15,1,5,69.23,230
15,1,6,69.23,230
15,1,7,69.23,230
15,1,8,69.23,230
15,1,9,69.23,230
15,1,10,69.23,230
15,1,11,69.23,230
15,1,12,69.23,230
15,1,13,69.23,230
15,1,14,69.23,230
15,1,15,69.23,230
15,1,16,69.23,230
15,1,17,69.23,230
15,1,18,69.23,230
15,1,19,69.23,230
15,1,20,69.23,230
15,1,21,69.23,230
15,1,22,69.23,230
15,1,23,69.23,230
15,1,24,69.23,230
15,1,25,69.23,230
15,1,26,69.23,230
15,1,27,69.23,230
15,1,28,69.23,230
15,1,29,69.23,230
15,1,30,69.23,230
15,1,31,69.23,230
15,1,32,69.23,230
15,1,33,69.23,230
15,1,34,69.23,230
15,1,35,69.23,230
15,1,36,69.23,230
15,1,37,69.23,230
15,1,38,69.23,230
15,1,39,69.23,230
15,1,40,69.23,230
15,1,41,69.23,230
15,1,42,69.23,230
15,1,43,69.23,230
15,1,44,69.23,230
15,1,45,69.23,230
15,1,46,69.23,230
15,1,47,69.23,230
15,1,48,69.23,230
15,1,49,69.23,230
15,1,50,69.23,230
15,1,51,69.23,230
15,1,52,69.23,230
15,1,53,69.23,230
15,1,54,69.23,230
15,1,55,69.23,230
15,1,56,69.23,230
15,1,57,69.23,230
15,1,58,69.23,230
15,1,59,69.23,230
15,1,60,69.23,230
15,1,61,69.23,230
15,1,62,69.23,230
15,1,63,69.23,230
15,2,0,69.23,230
15,2,1,69.23,230
15,2,2,69.23,230
15,2,3,69.23,230
15,2,4,69.23,230
15,2,5,69.23,230
15,2,6,69.23,230
15,2,7,69.23,230
15,2,8,69.23,230
15,2,9,69.23,230
15,2,10,69.23,230
15,2,11,69.23,230
15,2,12,69.23,230
15,2,13,69.23,230
15,2,14,69.23,230
15,2,15,69.23,230
15,2,16,69.23,230
15,2,17,69.23,230
15,2,18,69.23,230
15,2,19,69.23,230
15,2,20,69.23,230
15,2,21,69.23,230
15,2,22,69.23,230
15,2,23,69.23,230
15,2,24,69.23,230
15,2,25,69.23,230
15,2,26,69.23,230
15,2,27,69.23,230
15,2,28,69.23,230
15,2,29,69.23,230
15,2,30,69.23,230
15,2,31,69.23,230
15,2,32,69.23,230
15,2,33,69.23,230
15,2,34,69.23,230
15,2,35,69.23,230
15,2,36,69.23,230
15,2,37,69.23,230
15,2,38,69.23,230
15,2,39,69.23,230
15,2,40,69.23,230
15,2,41,69.23,230
15,2,42,69.23,230
15,2,43,69.23,230
15,2,44,69.23,230
15,2,45,69.23,230
15,2,46,69.23,230
15,2,47,69.23,230
15,2,48,69.23,230
15,2,49,69.23,230
15,2,50,69.23,230
15,2,51,69.23,230
15,2,52,69.23,230
15,2,53,69.23,230
15,2,54,69.23,230
15,2,55,69.23,230
15,2,56,69.23,230
15,2,57,69.23,230
15,2,58,69.23,230
15,2,59,69.23,230
15,2,60,69.23,230
15,2,61,69.23,230
15,2,62,69.23,230
15,2,63,69.23,230
15,3,0,69.23,230
15,3,1,69.23,230
15,3,2,69.23,230
15,3,3,69.23,230
15,3,4,69.23,230
15,3,5,69.23,230
15,3,6,69.23,230
15,3,7,69.23,230
15,3,8,69.23,230
15,3,9,69.23,230
15,3,10,69.23,230
15,3,11,69.23,230
15,3,12,69.23,230
15,3,13,69.23,230
15,3,14,69.23,230
15,3,15,69.23,230
15,3,16,69.23,230
15,3,17,69.23,230
15,3,18,69.23,230
15,3,19,69.23,230
15,3,20,69.23,230
15,3,21,69.23,230
15,3,22,69.23,230
15,3,23,69.23,230
15,3,24,69.23,230
15,3,25,69.23,230
15,3,26,69.23,230
15,3,27,69.23,230
15,3,28,69.23,230
15,3,29,69.23,230
15,3,30,69.23,230
15,3,31,69.23,230
15,3,32,69.23,230
15,3,33,69.23,230
15,3,34,69.23,230
15,3,35,69.23,230
15,3,36,69.23,230
15,3,37,69.23,230
15,3,38,69.23,230
15,3,39,69.23,230
15,3,40,69.23,230
15,3,41,69.23,230
15,3,42,69.23,230
15,3,43,69.23,230
15,3,44,69.23,230
15,3,45,69.23,230
15,3,46,69.23,230
15,3,47,69.23,230
15,3,48,69.23,230
15,3,49,69.23,230
15,3,50,69.23,230
15,3,51,69.23,230
15,3,52,69.23,230
15,3,53,69.23,230
15,3,54,69.23,230
15,3,55,69.23,230
15,3,56,69.23,230
15,3,57,69.23,230
15,3,58,69.23,230
15,3,59,69.23,230
15,3,60,69.23,230
15,3,61,69.23,230
15,3,62,69.23,230
15,3,63,69.23,230
15,4,0,69.23,230
15,4,1,69.23,230
15,4,2,69.23,230
15,4,3,69.23,230
15,4,4,69.23,230
15,4,5,69.23,230
15,4,6,69.23,230
15,4,7,69.23,230
15,4,8,69.23,230
15,4,9,69.23,230
15,4,10,69.23,230
15,4,11,69.23,230
15,4,12,69.23,230
15,4,13,69.23,230
15,4,14,69.23,230
15,4,15,69.23,230
15,4,16,69.23,230
15,4,17,69.23,230
15,4,18,69.23,230
15,4,19,69.23,230
15,4,20,69.23,230
15,4,21,69.23,230
15,4,22,69.23,230
15,4,23,69.23,230
15,4,24,69.23,230
15,4,25,69.23,230
15,4,26,69.23,230
15,4,27,69.23,230
15,4,28,69.23,230
15,4,29,69.23,230
15,4,30,69.23,230
15,4,31,69.23,230
15,4,32,69.23,230
15,4,33,69.23,230
15,4,34,69.23,230
15,4,35,69.23,230
15,4,36,69.23,230
15,4,37,69.23,230
15,4,38,69.23,230
15,4,39,69.23,230
15,4,40,69.23,230
15,4,41,69.23,230
15,4,42,69.23,230
15,4,43,69.23,230
15,4,44,69.23,230
15,4,45,69.23,230
15,4,46,69.23,230
15,4,47,69.23,230
15,4,48,69.23,230
15,4,49,69.23,230
15,4,50,69.23,230
15,4,51,69.23,230
15,4,52,69.23,230
15,4,53,69.23,230
15,4,54,69.23,230
15,4,55,69.23,230
15,4,56,69.23,230
15,4,57,69.23,230
15,4,58,69.23,230
15,4,59,69.23,230
15,4,60,69.23,230
15,4,61,69.23,230
15,4,62,69.23,230
15,4,63,69.23,230
15,5,0,69.23,230
15,5,1,69.23,230
15,5,2,69.23,230
15,5,3,69.23,230
15,5,4,69.23,230
15,5,5,69.23,230
15,5,6,69.23,230
15,5,7,69.23,230
15,5,8,69.23,230
15,5,9,69.23,230
15,5,10,69.23,230
15,5,11,69.23,230
15,5,12,69.23,230
15,5,13,69.23,230
15,5,14,69.23,230
15,5,15,69.23,230
15,5,16,69.23,230
15,5,17,69.23,230
15,5,18,69.23,230
15,5,19,69.23,230
15,5,20,69.23,230
15,5,21,69.23,230
15,5,22,69.23,230
15,5,23,69.23,230
15,5,24,69.23,230
15,5,25,69.23,230
15,5,26,69.23,230
15,5,27,69.23,230
15,5,28,69.23,230
15,5,29,69.23,230
15,5,30,69.23,230
15,5,31,69.23,230
15,5,32,69.23,230
15,5,33,69.23,230
15,5,34,69.23,230
15,5,35,69.23,230
15,5,36,69.23,230
15,5,37,69.23,230
15,5,38,69.23,230
15,5,39,69.23,230
15,5,40,69.23,230
15,5,41,69.23,230
15,5,42,69.23,230
15,5,43,69.23,230
15,5,44,69.23,230
15,5,45,69.23,230
15,5,46,69.23,230
15,5,47,69.23,230
15,5,48,69.23,230
15,5,49,69.23,230
15,5,50,69.23,230
15,5,51,69.23,230
15,5,52,69.23,230
15,5,53,69.23,230
15,5,54,69.23,230
15,5,55,69.23,230
15,5,56,69.23,230
15,5,57,69.23,230
15,5,58,69.23,230
15,5,59,69.23,230
15,5,60,69.23,230
15,5,61,69.23,230
15,5,62,69.23,230
15,5,63,69.23,230
16,0,0,69.23,230
16,0,1,69.23,230
16,0,2,69.23,230
16,0,3,69.23,230
16,0,4,69.23,230
16,0,5,69.23,230
16,0,6,69.23,230
16,0,7,69.23,230
16,0,8,69.23,230
16,0,9,69.23,230
16,0,10,69.23,230
16,0,11,69.23,230
16,0,12,69.23,230
16,0,13,69.23,230
16,0,14,69.23,230
16,0,15,69.23,230
16,0,16,69.23,230
16,0,17,69.23,230
16,0,18,69.23,230
16,0,19,69.23,230
16,0,20,69.23,230
16,0,21,69.23,230
16,0,22,69.23,230
16,0,23,69.23,230
16,0,24,69.23,230
16,0,25,69.23,230
16,0,26,69.23,230
16,0,27,69.23,230
16,0,28,69.23,230
16,0,29,69.23,230
16,0,30,69.23,230
16,0,31,69.23,230
16,0,32,69.23,230
16,0,33,69.23,230
16,0,34,69.23,230
16,0,35,69.23,230
16,0,36,69.23,230
16,0,37,69.23,230
16,0,38,69.23,230
16,0,39,69.23,230
16,0,40,69.23,230
16,0,41,69.23,230
16,0,42,69.23,230
16,0,43,69.23,230
16,0,44,69.23,230
16,0,45,69.23,230
16,0,46,69.23,230
16,0,47,69.23,230
16,0,48,69.23,230
16,0,49,69.23,230
16,0,50,69.23,230
16,0,51,69.23,230
16,0,52,69.23,230
16,0,53,69.23,230
16,0,54,69.23,230
16,0,55,69.23,230
16,0,56,69.23,230
16,0,57,69.23,230
16,0,58,69.23,230
16,0,59,69.23,230
16,0,60,69.23,230
16,0,61,69.23,230
16,0,62,69.23,230
16,0,63,69.23,230
16,1,0,69.23,230
16,1,1,69.23,230
16,1,2,69.23,230
16,1,3,69.23,230
16,1,4,69.23,230
16,1,5,69.23,230
16,1,6,69.23,230
16,1,7,69.23,230
16,1,8,69.23,230
16,1,9,69.23,230
16,1,10,69.23,230
16,1,11,69.23,230
16,1,12,69.23,230
16,1,13,69.23,230
16,1,14,69.23,230
16,1,15,69.23,230
16,1,16,69.23,230
16,1,17,69.23,230
16,1,18,69.23,230
16,1,19,69.23,230
16,1,20,69.23,230
16,1,21,69.23,230
16,1,22,69.23,230
16,1,23,69.23,230
16,1,24,69.23,230
16,1,25,69.23,230
16,1,26,69.23,230
16,1,27,69.23,230
16,1,28,69.23,230
16,1,29,69.23,230
16,1,30,69.23,230
16,1,31,69.23,230
16,1,32,69.23,230
